Token,IOB2
say,O
the,O
opposite,O
.,O

Here,O
we,O
’,O
re,O
ranking,O
the,O
best,O
enchantment,O
cards,O
in,O
MTG,O
",",O
and,O
to,O
keep,O
the,O
list,O
more,O
cohesive,O
",",O
I,O
’,O
m,O
not,O
including,O
any,O
enchantment,O
creatures,O
.,O
#,O
63,O
.,O

Flowering,B-ENCHANTMENT
of,I-ENCHANTMENT
the,I-ENCHANTMENT
White,I-ENCHANTMENT
Tree,I-ENCHANTMENT
Flowering,B-ENCHANTMENT
of,I-ENCHANTMENT
the,I-ENCHANTMENT
White,I-ENCHANTMENT
Tree,I-ENCHANTMENT
matters,O
most,O
in,O
EDH,O
since,O
your,O
commander,O
always,O
gets,O
2,O
for,O
only,O
.,O

If,O
you,O
build,O
around,O
legendary,O
creatures,O
",",O
don,O
’,O
t,O
forget,O
about,O
this,O
white,O
enchantment,O
‘,O
s,O
anthem,O
effect,O
.,O
#,O
62,O
.,O

Cathars,B-ENCHANTMENT
',I-ENCHANTMENT
Crusade,I-ENCHANTMENT
When,O
I,O
started,O
playing,O
Commander,O
",",O
Selesnya,O
(,O
),O
decks,O
were,O
all,O
about,O
curving,O
this,O
into,O
Doubling,B-ENCHANTMENT
Season,I-ENCHANTMENT
and,O
making,O
tokens,O
.,O

You,O
’,O
d,O
get,O
double,O
the,O
tokens,O
",",O
many,O
1,O
counters,O
which,O
would,O
be,O
doubled,O
",",O
you,O
get,O
the,O
idea,O
.,O

Cathars,B-ENCHANTMENT
',I-ENCHANTMENT
Crusade,I-ENCHANTMENT
is,O
an,O
excellent,O
middle-ground,O
between,O
going,O
large,O
and,O
tall,O
with,O
1,O
counters,O
",",O
and,O
it,O
really,O
incentivizes,O
numbers,O
.,O
#,O
61,O
.,O

Innkeeper,B-ENCHANTMENT
’,I-ENCHANTMENT
s,I-ENCHANTMENT
Talent,I-ENCHANTMENT
Innkeeper,B-ENCHANTMENT
's,I-ENCHANTMENT
Talent,I-ENCHANTMENT
is,O
a,O
cheap,O
class,O
enchantment,O
that,O
distributes,O
1,O
counters,O
",",O
and,O
with,O
some,O
effort,O
you,O
can,O
build,O
your,O
own,O
pseudo-,O
Doubling,B-ENCHANTMENT
Season,I-ENCHANTMENT
.,O

This,O
green,O
card,O
even,O
made,O
some,O
waves,O
in,O
Standard,O
",",O
where,O
you,O
can,O
one-shot,O
Vraska,B-PLANESWALKER
",",I-PLANESWALKER
Betrayal,I-PLANESWALKER
's,I-PLANESWALKER
Sting,I-PLANESWALKER
‘,I-PLANESWALKER
s,O
ultimate,O
.,O
#,O
60,O
.,O

Thousand-Year,B-ENCHANTMENT
Storm,I-ENCHANTMENT
Storm,O
is,O
a,O
powerful,O
mechanic,O
",",O
and,O
giving,O
it,O
to,O
every,O
instant,O
and,O
sorcery,O
you,O
control,O
is,O
strong,O
.,O

How,O
strong,O
?,O

To,O
the,O
point,O
where,O
people,O
will,O
actually,O
play,O
a,O
6-mana,O
do-nothing,O
enchantment,O
:,O
Thousand-Year,B-ENCHANTMENT
Storm,I-ENCHANTMENT
.,O

I,O
’,O
d,O
include,O
this,O
in,O
any,O
EDH,O
deck,O
interested,O
in,O
casting,O
and,O
copying,O
spells,O
",",O
such,O
as,O
prowess,O
",",O
spellslingers,O
",",O
or,O
magecraft,O
decks,O
.,O
#,O
59,O
.,O

Binding,B-ENCHANTMENT
the,I-ENCHANTMENT
Old,I-ENCHANTMENT
Gods,I-ENCHANTMENT
Binding,B-ENCHANTMENT
the,I-ENCHANTMENT
Old,I-ENCHANTMENT
Gods,I-ENCHANTMENT
is,O
flexible,O
removal,O
combined,O
with,O
a,O
enchantment-based,O
ramp,O
spell,O
.,O

In,O
swarm,O
decks,O
like,O
Golgari,O
(,O
),O
Elves,O
",",O
it,O
even,O
allows,O
for,O
a,O
good,O
attack,O
",",O
and,O
deathtouch,O
is,O
strong,O
with,O
big,O
trample,O
creatures,O
.,O
#,O
58,O
.,O

Warstorm,B-ENCHANTMENT
Surge,I-ENCHANTMENT
Warstorm,B-ENCHANTMENT
Surge,I-ENCHANTMENT
is,O
a,O
static,O
Terror,B-CREATURE
of,I-CREATURE
the,I-CREATURE
Peaks,I-CREATURE
effect,O
",",O
but,O
powerful,O
nonetheless,O
.,O

This,O
red,O
enchantment,O
sits,O
on,O
the,O
battlefield,O
and,O
works,O
very,O
well,O
with,O
big,O
creature,O
strategies,O
or,O
strategies,O
that,O
aim,O
to,O
cheat,O
a,O
big,O
creature,O
into,O
play,O
.,O
#,O
57,O
.,O

Mayael,B-ENCHANTMENT
's,I-ENCHANTMENT
Aria,I-ENCHANTMENT
Mayael,B-ENCHANTMENT
's,I-ENCHANTMENT
Aria,I-ENCHANTMENT
is,O
a,O
great,O
fit,O
with,O
Naya,O
commanders,O
(,O
),O
",",O
notably,O
with,O
big,O
commanders,O
or,O
go-tall,O
decks,O
.,O

You,O
can,O
win,O
the,O
game,O
outright,O
with,O
cards,O
that,O
reach,O
20,O
power,O
(,O
A,O
Marit,B-CREATURE
Lage,I-CREATURE
token,O
",",O
for,O
instance,O
),O
",",O
or,O
simply,O
spread,O
1,O
counters,O
around,O
.,O
#,O
56,O
.,O

Up,B-ENCHANTMENT
the,I-ENCHANTMENT
Beanstalk,I-ENCHANTMENT
Up,B-ENCHANTMENT
the,I-ENCHANTMENT
Beanstalk,I-ENCHANTMENT
is,O
so,O
cheap,O
for,O
what,O
it,O
does,O
",",O
automatically,O
giving,O
you,O
your,O
card,O
back,O
and,O
drawing,O
many,O
more,O
cards,O
later,O
.,O

Whether,O
you,O
’,O
re,O
playing,O
affinity,O
",",O
delve,O
",",O
or,O
domain,O
",",O
there,O
are,O
many,O
ways,O
to,O
cast,O
expensive,O
cards,O
for,O
cheap,O
and,O
keep,O
drawing,O
more,O
.,O
#,O
55,O
.,O

Propaganda,B-ENCHANTMENT
Propaganda,B-ENCHANTMENT
is,O
just,O
the,O
blue,O
enchantment,O
version,O
of,O
Ghostly,B-ENCHANTMENT
Prison,I-ENCHANTMENT
",",O
but,O
slow,O
Azorius,O
(,O
),O
decks,O
will,O
gladly,O
play,O
this,O
to,O
prevent,O
being,O
overrun,O
by,O
tokens,O
.,O

Or,O
just,O
to,O
redirect,O
fire,O
at,O
one,O
of,O
your,O
opponents,O
.,O
#,O
54,O
.,O

Ghostly,B-ENCHANTMENT
Prison,I-ENCHANTMENT
Ghostly,B-ENCHANTMENT
Prison,I-ENCHANTMENT
is,O
a,O
self-preservation,O
pillowfort,O
card,O
.,O

In,O
an,O
EDH,O
game,O
where,O
three,O
players,O
are,O
trying,O
to,O
attack,O
you,O
",",O
it,O
’,O
s,O
healthy,O
to,O
make,O
life,O
harder,O
if,O
they,O
choose,O
you,O
.,O

People,O
will,O
think,O
twice,O
before,O
attacking,O
you,O
with,O
a,O
single,O
creature,O
",",O
let,O
alone,O
three,O
or,O
four,O
.,O

Aim,O
your,O
cannons,O
in,O
another,O
direction,O
",",O
please,O
.,O
#,O
53,O
.,O

Standstill,B-ENCHANTMENT
Standstill,B-ENCHANTMENT
is,O
among,O
the,O
stax,O
cards,O
that,O
",",O
like,O
Stasis,B-ENCHANTMENT
or,O
Winter,B-ARTIFACT
Orb,I-ARTIFACT
",",O
stops,O
the,O
game,O
.,O

No,O
one,O
wants,O
to,O
cast,O
a,O
spell,O
and,O
give,O
you,O
three,O
free,O
cards,O
.,O

Meanwhile,O
",",O
you,O
can,O
adapt,O
to,O
this,O
by,O
attacking,O
with,O
manlands,O
",",O
or,O
when,O
you,O
have,O
a,O
fast,O
start,O
with,O
a,O
good,O
1-drop,O
(,O
like,O
Ragavan,B-CREATURE
",",I-CREATURE
Nimble,I-CREATURE
Pilferer,I-CREATURE
),O
into,O
Standstill,B-ENCHANTMENT
.,O
#,O
52,O
.,O

Imprisoned,B-ENCHANTMENT
in,I-ENCHANTMENT
the,I-ENCHANTMENT
Moon,I-ENCHANTMENT
Imprisoned,B-ENCHANTMENT
in,I-ENCHANTMENT
the,I-ENCHANTMENT
Moon,I-ENCHANTMENT
is,O
one,O
of,O
the,O
best,O
removal,O
options,O
available,O
for,O
blue,O
",",O
and,O
a,O
must-play,O
in,O
enchantment,O
decks,O
.,O

Just,O
letting,O
them,O
ignore,O
what,O
’,O
s,O
under,O
the,O
card,O
is,O
way,O
better,O
than,O
your,O
typical,O
Claustrophobia,B-ENCHANTMENT
effect,O
",",O
similar,O
to,O
what,O
white,O
has,O
with,O
Oblivion,O
Ring,O
variants,O
.,O
#,O
51,O
.,O

Tribute,B-ENCHANTMENT
to,I-ENCHANTMENT
the,I-ENCHANTMENT
World,I-ENCHANTMENT
Tree,I-ENCHANTMENT
Tribute,B-ENCHANTMENT
to,I-ENCHANTMENT
the,I-ENCHANTMENT
World,I-ENCHANTMENT
Tree,I-ENCHANTMENT
sees,O
a,O
lot,O
of,O
play,O
in,O
green,O
devotion,O
decks,O
",",O
and,O
those,O
usually,O
play,O
many,O
big,O
creatures,O
.,O

It,O
’,O
s,O
a,O
functional,O
copy,O
of,O
Garruk,B-ENCHANTMENT
's,I-ENCHANTMENT
Uprising,I-ENCHANTMENT
in,O
decks,O
that,O
need,O
redundancy,O
.,O
#,O
50,O
.,O

Leyline,B-ENCHANTMENT
of,I-ENCHANTMENT
the,I-ENCHANTMENT
Guildpact,I-ENCHANTMENT
Leyline,B-ENCHANTMENT
of,I-ENCHANTMENT
the,I-ENCHANTMENT
Guildpact,I-ENCHANTMENT
is,O
very,O
strong,O
in,O
your,O
opening,O
hand,O
as,O
this,O
leyline,O
gives,O
you,O
instant,O
5-color,O
mana,O
fixing,O
.,O

When,O
all,O
your,O
spells,O
and,O
lands,O
are,O
all,O
colors,O
thanks,O
to,O
this,O
5-color,O
card,O
",",O
you,O
get,O
instant,O
domain,O
",",O
which,O
matters,O
a,O
lot,O
for,O
cards,O
like,O
Scion,B-CREATURE
of,I-CREATURE
Draco,I-CREATURE
.,O
#,O
49,O
.,O

Shark,B-ENCHANTMENT
Typhoon,I-ENCHANTMENT
Shark,B-ENCHANTMENT
Typhoon,I-ENCHANTMENT
is,O
a,O
very,O
strong,O
card,O
in,O
draw-go,O
decks,O
",",O
mainly,O
for,O
its,O
cycling,O
ability,O
.,O

Being,O
able,O
to,O
make,O
an,O
uncounterable,O
threat,O
and,O
draw,O
a,O
card,O
is,O
good,O
against,O
blue,O
counterspell,O
decks,O
.,O

You,O
have,O
early-game,O
insurance,O
",",O
and,O
when,O
you,O
drop,O
this,O
later,O
",",O
you,O
’,O
ll,O
have,O
an,O
army,O
of,O
flying,O
sharks,O
in,O
no,O
time,O
.,O
#,O
48,O
.,O

Bident,B-ENCHANTMENT
of,I-ENCHANTMENT
Thassa,I-ENCHANTMENT
Blue,O
has,O
many,O
cards,O
in,O
MTG,O
that,O
allow,O
you,O
to,O
draw,O
when,O
your,O
creatures,O
hit,O
your,O
opponent,O
",",O
like,O
Bident,B-ENCHANTMENT
of,I-ENCHANTMENT
Thassa,I-ENCHANTMENT
and,O
Coastal,B-ENCHANTMENT
Piracy,I-ENCHANTMENT
",",O
not,O
to,O
mention,O
typal,O
lords,O
.,O

Bident,B-ENCHANTMENT
of,I-ENCHANTMENT
Thassa,I-ENCHANTMENT
gets,O
an,O
advantage,O
by,O
also,O
being,O
one,O
of,O
the,O
best,O
blue,O
artifacts,O
and,O
having,O
an,O
activated,O
ability,O
that,O
can,O
mess,O
with,O
a,O
certain,O
opponent,O
’,O
s,O
plan,O
.,O
#,O
47,O
.,O

Maelstrom,B-ENCHANTMENT
Nexus,I-ENCHANTMENT
Getting,O
cascade,O
once,O
every,O
turn,O
is,O
great,O
",",O
and,O
a,O
big,O
incentive,O
to,O
run,O
a,O
5-color,O
deck,O
.,O

Maelstrom,B-ENCHANTMENT
Nexus,I-ENCHANTMENT
is,O
a,O
great,O
fit,O
for,O
EDH,O
decks,O
that,O
want,O
to,O
you,O
play,O
many,O
gold,O
spells,O
or,O
spells,O
of,O
all,O
colors,O
",",O
since,O
this,O
will,O
usually,O
just,O
chain,O
powerful,O
spells,O
into,O
more,O
powerful,O
spells,O
.,O
#,O
46,O
.,O

Omniscience,B-ENCHANTMENT
No,O
matter,O
which,O
format,O
Omniscience,B-ENCHANTMENT
is,O
legal,O
in,O
(,O
and,O
Foundations,O
returns,O
it,O
to,O
Standard,O
),O
",",O
cheating,O
it,O
into,O
play,O
is,O
a,O
good,O
plan,O
.,O

Having,O
this,O
10-mana,O
blue,O
enchantment,O
in,O
play,O
means,O
that,O
you,O
don,O
’,O
t,O
have,O
to,O
worry,O
about,O
mana,O
anymore,O
.,O

It,O
’,O
s,O
noteworthy,O
that,O
Show,B-SORCERY
and,I-SORCERY
Tell,I-SORCERY
allows,O
us,O
to,O
put,O
enchantments,O
into,O
play,O
.,O
#,O
45,O
.,O

Leyline,B-ENCHANTMENT
of,I-ENCHANTMENT
the,I-ENCHANTMENT
Void,I-ENCHANTMENT
Many,O
decks,O
in,O
MTG,O
use,O
the,O
graveyard,O
as,O
a,O
resource,O
",",O
whether,O
you,O
’,O
re,O
reanimating,O
creatures,O
",",O
milling,O
",",O
or,O
just,O
sacrificing,O
creatures,O
for,O
value,O
.,O

Leyline,B-ENCHANTMENT
of,I-ENCHANTMENT
the,I-ENCHANTMENT
Void,I-ENCHANTMENT
gets,O
around,O
all,O
of,O
that,O
for,O
free,O
",",O
and,O
this,O
black,O
enchantment,O
is,O
the,O
first,O
card,O
to,O
come,O
out,O
of,O
the,O
sideboard,O
in,O
black,O
decks,O
if,O
the,O
need,O
arises,O
.,O
#,O
44,O
.,O

Revel,B-ENCHANTMENT
in,I-ENCHANTMENT
Riches,I-ENCHANTMENT
Dockside,B-CREATURE
Extortionist,I-CREATURE
is,O
banned,O
in,O
EDH,O
",",O
but,O
treasure,O
commanders,O
and,O
decks,O
aren,O
’,O
t,O
going,O
anywhere,O
.,O

Getting,O
to,O
produce,O
Treasure,O
tokens,O
with,O
Revel,B-ENCHANTMENT
in,I-ENCHANTMENT
Riches,I-ENCHANTMENT
is,O
obviously,O
good,O
",",O
but,O
many,O
decks,O
rely,O
on,O
this,O
card,O
as,O
one,O
of,O
its,O
win,O
conditions,O
.,O

Consider,O
that,O
Prosper,B-CREATURE
",",I-CREATURE
Tome-Bound,I-CREATURE
is,O
a,O
popular,O
Rakdos,O
commander,O
and,O
that,O
guy,O
is,O
a,O
treasure-making,O
machine,O
",",O
but,O
even,O
a,O
good,O
creature,O
sweeper,O
does,O
the,O
trick,O
sometimes,O
.,O
#,O
43,O
.,O

Mystic,B-ENCHANTMENT
Remora,I-ENCHANTMENT
Mystic,B-ENCHANTMENT
Remora,I-ENCHANTMENT
is,O
a,O
“,O
mini,O
”,O
Rhystic,B-ENCHANTMENT
Study,I-ENCHANTMENT
",",O
allowing,O
you,O
to,O
tax,O
your,O
opponents,O
',O
noncreature,O
spells,O
.,O

It,O
’,O
s,O
very,O
strong,O
in,O
competitive,O
formats,O
like,O
cEDH,O
and,O
Vintage,O
",",O
mainly,O
because,O
they,O
can,O
’,O
t,O
cast,O
free,O
spells,O
without,O
a,O
significant,O
downside,O
.,O
#,O
42,O
.,O

Goblin,B-ENCHANTMENT
Bombardment,I-ENCHANTMENT
Goblin,B-ENCHANTMENT
Bombardment,I-ENCHANTMENT
is,O
a,O
free,O
sacrifice,O
outlet,O
",",O
allowing,O
you,O
to,O
run,O
infinite,O
sacrifice,O
loops,O
with,O
any,O
creature,O
",",O
not,O
just,O
goblins,O
.,O

It,O
’,O
s,O
cheap,O
at,O
2,O
mana,O
",",O
and,O
you,O
can,O
even,O
ping,O
a,O
target,O
or,O
two,O
while,O
your,O
engine,O
isn,O
’,O
t,O
online,O
.,O
#,O
41,O
.,O

Shared,B-ENCHANTMENT
Animosity,I-ENCHANTMENT
Shared,B-ENCHANTMENT
Animosity,I-ENCHANTMENT
is,O
one,O
of,O
the,O
best,O
typal,O
incentives,O
in,O
red,O
.,O

Going,O
wide,O
with,O
three,O
goblins,O
and,O
attacking,O
means,O
that,O
each,O
goblin,O
gets,O
#DIV/0,O
!,O

",",O
not,O
counting,O
the,O
other,O
typal,O
or,O
numeric,O
benefits,O
you,O
can,O
get,O
",",O
and,O
it,O
only,O
scales,O
up,O
from,O
there,O
.,O
#,O
40,O
.,O

Darksteel,B-ENCHANTMENT
Mutation,I-ENCHANTMENT
Getting,O
to,O
turn,O
anything,O
into,O
a,O
0/1,O
with,O
no,O
abilities,O
is,O
very,O
nice,O
and,O
flexible,O
removal,O
",",O
even,O
in,O
white,O
.,O

Darksteel,B-ENCHANTMENT
Mutation,I-ENCHANTMENT
gets,O
better,O
in,O
enchantment,O
decks,O
due,O
to,O
its,O
synergies,O
",",O
and,O
it,O
's,O
a,O
great,O
way,O
to,O
put,O
a,O
commander,O
out,O
of,O
commission,O
.,O
#,O
39,O
.,O

Back,B-ENCHANTMENT
to,I-ENCHANTMENT
Basics,I-ENCHANTMENT
Back,B-ENCHANTMENT
to,I-ENCHANTMENT
Basics,I-ENCHANTMENT
is,O
a,O
strong,O
prison,O
card,O
that,O
lets,O
you,O
lock,O
your,O
opponents,O
’,O
nonbasic,O
lands,O
.,O

They,O
simply,O
don,O
’,O
t,O
untap,O
anymore,O
.,O

That,O
’,O
s,O
not,O
a,O
problem,O
for,O
you,O
at,O
all,O
if,O
you,O
’,O
re,O
jamming,O
only,O
Island,B-LAND
s,O
",",O
of,O
course,O
.,O
#,O
38,O
.,O

Showdown,B-ENCHANTMENT
of,I-ENCHANTMENT
the,I-ENCHANTMENT
Skalds,I-ENCHANTMENT
Showdown,B-ENCHANTMENT
of,I-ENCHANTMENT
the,I-ENCHANTMENT
Skalds,I-ENCHANTMENT
was,O
a,O
Standard,O
staple,O
",",O
and,O
this,O
Boros,O
card,O
(,O
),O
is,O
a,O
good,O
source,O
of,O
card,O
advantage,O
in,O
a,O
color,O
pair,O
that,O
doesn,O
’,O
t,O
get,O
easy,O
card,O
draw,O
.,O

Boros,O
has,O
many,O
synergies,O
for,O
playing,O
cards,O
from,O
exile,O
",",O
so,O
Showdown,O
helps,O
with,O
this,O
as,O
well,O
.,O
#,O
37,O
.,O

Sanguine,B-ENCHANTMENT
Bond,I-ENCHANTMENT
+,O
Exquisite,B-ENCHANTMENT
Blood,I-ENCHANTMENT
These,O
are,O
some,O
of,O
black,O
lifegain,O
decks,O
’,O
most,O
played,O
enchantment,O
cards,O
.,O

These,O
two,O
form,O
a,O
combo,O
where,O
Sanguine,B-ENCHANTMENT
Bond,I-ENCHANTMENT
allows,O
you,O
to,O
gain,O
life,O
when,O
opponents,O
lose,O
life,O
",",O
while,O
Exquisite,B-ENCHANTMENT
Blood,I-ENCHANTMENT
is,O
the,O
other,O
way,O
around,O
.,O
#,O
36,O
.,O

Black,B-ENCHANTMENT
Market,I-ENCHANTMENT
Connections,I-ENCHANTMENT
Black,B-ENCHANTMENT
Market,I-ENCHANTMENT
Connections,I-ENCHANTMENT
is,O
a,O
premium,O
way,O
to,O
trade,O
life,O
for,O
resources,O
",",O
which,O
of,O
course,O
gets,O
out,O
of,O
hand,O
in,O
EDH,O
due,O
to,O
the,O
higher,O
starting,O
life,O
.,O

It,O
’,O
s,O
also,O
a,O
good,O
fit,O
for,O
typal,O
decks,O
since,O
you,O
’,O
re,O
creating,O
changeling,O
tokens,O
.,O
#,O
35,O
.,O

Eldrazi,B-ENCHANTMENT
Conscription,I-ENCHANTMENT
This,O
huge,O
kindred,O
aura,O
is,O
one,O
of,O
the,O
most,O
impactful,O
ones,O
",",O
and,O
it,O
’,O
s,O
best,O
when,O
played,O
in,O
decks,O
that,O
can,O
tutor,O
enchantments,O
and,O
put,O
this,O
colorless,O
enchantment,O
on,O
a,O
creature,O
to,O
attack,O
right,O
away,O
.,O

Eldrazi,B-ENCHANTMENT
Conscription,I-ENCHANTMENT
is,O
also,O
a,O
strong,O
card,O
in,O
decks,O
that,O
want,O
to,O
cast,O
big,O
",",O
colorless,O
Eldrazi,O
spells,O
for,O
cascade,O
or,O
other,O
benefits,O
.,O
#,O
34,O
.,O

Aura,B-ENCHANTMENT
Shards,I-ENCHANTMENT
Destroying,O
artifacts,O
or,O
removing,O
enchantments,O
is,O
very,O
relevant,O
in,O
EDH,O
",",O
be,O
it,O
mana,O
rocks,O
",",O
Treasure,B-ARTIFACT
s,O
",",O
or,O
full-fledged,O
enchantment,O
builds,O
.,O

Aura,B-ENCHANTMENT
Shards,I-ENCHANTMENT
moved,O
from,O
a,O
niche,O
sideboard,O
card,O
to,O
a,O
card,O
well,O
worth,O
including,O
",",O
especially,O
if,O
you,O
’,O
re,O
already,O
into,O
enchantments,O
in,O
the,O
first,O
place,O
.,O
#,O
33,O
.,O

Mirari,B-ENCHANTMENT
's,I-ENCHANTMENT
Wake,I-ENCHANTMENT
Mirari,B-ENCHANTMENT
's,I-ENCHANTMENT
Wake,I-ENCHANTMENT
doubles,O
as,O
an,O
anthem,O
effect,O
and,O
a,O
“,O
double,O
your,O
mana,O
”,O
spell,O
.,O

It,O
’,O
s,O
a,O
good,O
card,O
to,O
include,O
in,O
your,O
go-wide,O
and,O
token,O
decks,O
",",O
but,O
it,O
’,O
s,O
spectacular,O
in,O
combo,O
decks,O
that,O
rely,O
on,O
you,O
untapping,O
your,O
lands,O
and,O
mana,O
dorks,O
for,O
a,O
critical,O
turn,O
.,O
#,O
32,O
.,O

Kenrith,B-ENCHANTMENT
's,I-ENCHANTMENT
Transformation,I-ENCHANTMENT
With,O
Kenrith,B-ENCHANTMENT
's,I-ENCHANTMENT
Transformation,I-ENCHANTMENT
",",O
you,O
get,O
a,O
free,O
removal,O
spell,O
and,O
a,O
card,O
draw,O
",",O
often,O
shrinking,O
big,O
and,O
splashy,O
targets,O
into,O
smaller,O
",",O
more,O
manageable,O
3-Mar,O
’,O
s,O
.,O

It,O
's,O
one,O
of,O
the,O
few,O
ways,O
green,O
decks,O
gets,O
to,O
deal,O
with,O
bigger,O
creature,O
cards,O
and,O
indestructible,O
ones,O
.,O
#,O
31,O
.,O

Sterling,B-ENCHANTMENT
Grove,I-ENCHANTMENT
Sterling,B-ENCHANTMENT
Grove,I-ENCHANTMENT
is,O
invaluable,O
at,O
protecting,O
your,O
enchantments,O
from,O
targeted,O
removal,O
.,O

It,O
’,O
s,O
also,O
an,O
enchantment,O
tutor,O
in,O
disguise,O
",",O
and,O
you,O
can,O
even,O
sacrifice,O
this,O
enchantment,O
in,O
response,O
to,O
a,O
removal,O
spell,O
and,O
tutor,O
another,O
enchantment,O
.,O
#,O
30,O
.,O

The,B-ENCHANTMENT
Kami,I-ENCHANTMENT
War,I-ENCHANTMENT
/,O
O-Kagachi,B-ENCHANTMENT
Made,I-ENCHANTMENT
Manifest,I-ENCHANTMENT
The,B-ENCHANTMENT
Kami,I-ENCHANTMENT
War,I-ENCHANTMENT
is,O
one,O
of,O
the,O
strongest,O
sagas,O
available,O
.,O

It,O
’,O
s,O
also,O
restricted,O
to,O
five,O
colors,O
for,O
a,O
reason,O
.,O

You,O
get,O
to,O
Recoil,O
something,O
",",O
exile,O
something,O
",",O
and,O
finally,O
get,O
O-Kagachi,B-ENCHANTMENT
Made,I-ENCHANTMENT
Manifest,I-ENCHANTMENT
",",O
a,O
giant,O
dragon,O
spirit,O
that,O
generates,O
card,O
advantage,O
when,O
attacking,O
.,O

It,O
’,O
s,O
a,O
strong,O
value,O
card,O
to,O
include,O
in,O
almost,O
every,O
deck,O
.,O
#,O
29,O
.,O

Mind,B-ENCHANTMENT
Over,I-ENCHANTMENT
Matter,I-ENCHANTMENT
Mind,B-ENCHANTMENT
Over,I-ENCHANTMENT
Matter,I-ENCHANTMENT
allows,O
you,O
to,O
discard,O
any,O
card,O
to,O
untap,O
something,O
",",O
and,O
if,O
this,O
something,O
is,O
drawing,O
you,O
cards,O
",",O
you,O
get,O
to,O
go,O
infinite,O
.,O

You,O
can,O
also,O
ramp,O
by,O
discarding,O
a,O
card,O
and,O
untapping,O
a,O
Gilded,B-ARTIFACT
Lotus,I-ARTIFACT
",",O
which,O
generate,O
more,O
mana,O
.,O

Or,O
you,O
can,O
just,O
reuse,O
your,O
commander,O
’,O
s,O
good,O
tap,O
ability,O
.,O
#,O
28,O
.,O

Asceticism,B-ENCHANTMENT
Let,O
’,O
s,O
protect,O
all,O
our,O
creatures,O
from,O
spot,O
removal,O
",",O
shall,O
we,O
?,O

Not,O
only,O
that,O
",",O
but,O
with,O
Asceticism,B-ENCHANTMENT
around,O
",",O
we,O
get,O
to,O
regenerate,O
any,O
threat,O
even,O
before,O
a,O
board,O
wipe,O
",",O
and,O
it,O
shouldn,O
’,O
t,O
be,O
hard,O
to,O
regenerate,O
three,O
or,O
four,O
creatures,O
during,O
combat,O
.,O
#,O
27,O
.,O

Exploration,B-ENCHANTMENT
Playing,O
more,O
than,O
one,O
land,O
each,O
turn,O
is,O
great,O
",",O
and,O
a,O
turn-1,O
Exploration,B-ENCHANTMENT
can,O
lead,O
to,O
explosive,O
draws,O
.,O

It,O
costs,O
a,O
card,O
to,O
do,O
that,O
unfortunately,O
",",O
so,O
Exploration,B-ENCHANTMENT
is,O
better,O
paired,O
with,O
cards,O
like,O
Courser,B-CREATURE
of,I-CREATURE
Kruphix,I-CREATURE
that,O
let,O
you,O
play,O
lands,O
from,O
the,O
top,O
of,O
your,O
library,O
.,O
#,O
26,O
.,O

Sigarda,B-ENCHANTMENT
's,I-ENCHANTMENT
