Token,IOB2
The,O
end,O
.,O
Anyhow,O
",",O
on,O
to,O
the,O
list,O
!,O
Key,O
:,O
Wait,O
",",O
we,O
do,O
n't,O
need,O
no,O
stinkin,O
',O
key,O
this,O
week,O
.,O
Never,O
mind,O
",",O
and,O
carry,O
on,O
",",O
troops,O
.,O
50,O
.,O
Rath,B-LAND
's,I-LAND
Edge,I-LAND
InQuest,O
magazine,O
(,O
I,O
write,O
their,O
monthly,O
Magic,O
puzzle,O
",",O
by,O
the,O
way,O
",",O
so,O
pick,O
it,O
up,O
and,O
check,O
it,O
out,O
!,O
),O
rated,O
Rath,B-LAND
's,I-LAND
Edge,I-LAND
as,O
the,O
worst,O
card,O
in,O
Nemesis,O
.,O
Then,O
",",O
everyone,O
and,O
their,O
brother,O
showed,O
up,O
to,O
Masques,O
Block,O
Constructed,O
Pro,O
Tour,O
and,O
played,O
Rath,B-LAND
's,I-LAND
Edge,I-LAND
in,O
an,O
effort,O
to,O
deal,O
with,O
many,O
Rebels,B-CREATURE
",",O
Waterfront,B-CREATURE
Bouncer,I-CREATURE
",",O
and,O
other,O
offensive,O
one,O
toughness,O
creatures,O
.,O
Then,O
people,O
began,O
playing,O
it,O
in,O
standard,O
as,O
a,O
slow,O
way,O
to,O
mop,O
up,O
Elves,O
and,O
Birds,O
.,O
Not,O
bad,O
for,O
the,O
``,O
worst,O
card,O
'',O
of,O
a,O
one,O
hundred,O
and,O
forty-three,O
card,O
set,O
.,O
49,O
.,O
Arena,B-LAND
For,O
years,O
",",O
people,O
have,O
played,O
Arena,B-LAND
at,O
their,O
local,O
Magic,O
stores,O
.,O
Pretty,O
much,O
nobody,O
plays,O
Arena,B-LAND
now,O
",",O
because,O
they,O
are,O
playing,O
Friday,O
Night,O
Magic,O
instead,O
.,O
It,O
's,O
been,O
rumored,O
that,O
if,O
you,O
played,O
Arena,B-LAND
",",O
you,O
won,O
an,O
oversized,O
Library,B-LAND
of,I-LAND
Alexandria,I-LAND
and,O
an,O
oversized,O
Necropotence,B-ENCHANTMENT
.,O
Also,O
",",O
the,O
ability,O
to,O
tap,O
your,O
opponent,O
's,O
creatures,O
after,O
declaring,O
an,O
attack,O
",",O
possibly,O
kill,O
that,O
creature,O
",",O
all,O
for,O
the,O
low,O
cost,O
of,O
three,O
mana,O
seems,O
like,O
a,O
good,O
buy,O
from,O
a,O
promotional,O
card,O
offered,O
via,O
a,O
mail-in,O
coupon,O
from,O
the,O
first,O
Magic,O
novel,O
.,O
48,O
.,O
Urza,O
's,O
Lands,O
47,O
.,O
Centaur,B-LAND
Garden,I-LAND
The,O
first,O
of,O
the,O
Odyssey,O
threshold,O
lands,O
to,O
make,O
the,O
list,O
",",O
Centaur,B-LAND
Garden,I-LAND
fits,O
very,O
well,O
into,O
blue-green,O
madness,O
and,O
threshold,O
decks,O
.,O
Quiet,B-SORCERY
Speculation,I-SORCERY
",",O
Wild,B-CREATURE
Mongrel,I-CREATURE
",",O
and,O
Mental,B-INSTANT
Note,I-INSTANT
all,O
fuel,O
the,O
graveyard,O
towards,O
a,O
quick,O
seven,O
cards,O
",",O
allowing,O
this,O
non-counterable,O
Giant,B-INSTANT
Growth,I-INSTANT
to,O
take,O
full,O
root,O
.,O
46,O
.,O
Odyssey,O
Filter,O
Lands,O
The,O
worst,O
of,O
the,O
dual,O
lands,O
on,O
this,O
list,O
",",O
the,O
filter,O
lands,O
nonetheless,O
give,O
you,O
painless,O
access,O
to,O
two,O
different,O
colors,O
of,O
mana,O
.,O
However,O
",",O
try,O
drawing,O
2-Mar,O
of,O
these,O
in,O
your,O
opening,O
hand,O
",",O
and,O
see,O
how,O
much,O
fun,O
you,O
have,O
sitting,O
there,O
without,O
being,O
able,O
to,O
produce,O
a,O
single,O
mana,O
!,O
They,O
are,O
also,O
not,O
good,O
for,O
activating,O
abilities,O
which,O
require,O
only,O
one,O
color,O
(,O
such,O
as,O
pumping,O
a,O
Dragon,B-CREATURE
Whelp,I-CREATURE
with,O
a,O
Mossfire,B-LAND
Valley,I-LAND
),O
.,O
45,O
.,O
Grand,B-LAND
Coliseum,I-LAND
Take,O
City,B-LAND
of,I-LAND
Brass,I-LAND
",",O
and,O
trade,O
the,O
mandatory,O
pain,O
for,O
a,O
comes-into-play,O
delay,O
",",O
and,O
you,O
've,O
got,O
Grand,B-LAND
Coliseum,I-LAND
.,O
The,O
first,O
five-color,O
land,O
to,O
make,O
this,O
list,O
",",O
Grand,B-LAND
Coliseum,I-LAND
does,O
n't,O
shine,O
as,O
much,O
as,O
the,O
aforementioned,O
City,O
due,O
to,O
its,O
delay,O
in,O
use,O
.,O
Sometimes,O
you,O
need,O
that,O
off-color,O
mana,O
now,O
",",O
and,O
with,O
the,O
Coliseum,O
",",O
you,O
just,O
stare,O
at,O
a,O
tapped,O
land,O
on,O
the,O
board,O
.,O
44,O
.,O
Reflecting,B-LAND
Pool,I-LAND
The,O
value,O
of,O
Reflecting,B-LAND
Pool,I-LAND
is,O
directly,O
proportional,O
to,O
the,O
number,O
of,O
other,O
nonbasic,O
lands,O
you,O
are,O
playing,O
.,O
If,O
you,O
are,O
only,O
playing,O
Islands,B-LAND
and,O
Mountains,B-LAND
",",O
then,O
Reflecting,B-LAND
Pool,I-LAND
becomes,O
Volcanic,B-LAND
Island,I-LAND
.,O
If,O
you,O
're,O
playing,O
Gemstone,B-LAND
Mine,I-LAND
",",O
the,O
Pool,O
becomes,O
a,O
painless,O
City,B-LAND
of,I-LAND
Brass,I-LAND
.,O
The,O
Pool,O
also,O
interacts,O
well,O
with,O
weird,O
cards,O
such,O
as,O
Abandoned,B-LAND
Outpost,I-LAND
",",O
since,O
the,O
second,O
sacrifice,O
ability,O
of,O
the,O
Outpost,O
allows,O
the,O
Pool,O
to,O
tap,O
for,O
all,O
five,O
colors,O
of,O
mana,O
!,O
43,O
.,O
Soldevi,B-LAND
Excavations,I-LAND
Alliances,O
introduced,O
a,O
cycle,O
of,O
lands,O
that,O
allowed,O
the,O
player,O
to,O
do,O
effects,O
related,O
to,O
the,O
land,O
's,O
color,O
in,O
exchange,O
for,O
a,O
land,O
sacrifice,O
.,O
Soldevi,B-LAND
Excavations,I-LAND
gives,O
the,O
player,O
the,O
ability,O
to,O
peek,O
into,O
the,O
future,O
and,O
shape,O
his,O
fate,O
for,O
a,O
small,O
cost,O
.,O
Nothing,O
like,O
having,O
a,O
pseudo-,O
Sleight,B-SORCERY
of,I-SORCERY
Handevery,I-SORCERY
turn,O
for,O
the,O
rest,O
of,O
the,O
game,O
!,O
42,O
.,O
Keldon,B-LAND
Necropolis,I-LAND
The,O
big,O
brother,O
of,O
Rath,B-LAND
's,I-LAND
Edge,I-LAND
",",O
the,O
Necropolis,O
takes,O
the,O
principle,O
of,O
Skull,B-ARTIFACT
Catapult,I-ARTIFACT
and,O
adds,O
it,O
to,O
the,O
mega-land,O
Legends,O
cycle,O
.,O
Five,O
Legendary,O
lands,O
were,O
produced,O
over,O
a,O
five,O
year,O
period,O
",",O
one,O
per,O
cycle,O
of,O
cards,O
.,O
Two,O
of,O
these,O
cards,O
make,O
the,O
list,O
",",O
Teferi,B-LAND
's,I-LAND
Isle,I-LAND
does,O
not,O
.,O
Poor,O
blue,O
!,O
41,O
.,O
Glacial,B-LAND
Chasm,I-LAND
Want,O
to,O
live,O
forever,O
?,O
Well,O
",",O
I,O
ca,O
n't,O
promise,O
you,O
that,O
with,O
Glacial,B-LAND
Chasm,I-LAND
",",O
which,O
has,O
one,O
of,O
the,O
heftiest,O
upkeep,O
costs,O
in,O
all,O
of,O
Magic,O
.,O
After,O
just,O
three,O
turns,O
",",O
you,O
'd,O
have,O
to,O
pay,O
12,O
life,O
to,O
keep,O
the,O
Chasm,O
in,O
play,O
—,O
plus,O
you,O
need,O
to,O
sacrifice,O
a,O
land,O
when,O
it,O
hits,O
",",O
and,O
you,O
ca,O
n't,O
attack,O
any,O
longer,O
.,O
Wow,O
",",O
sounds,O
pretty,O
harsh,O
",",O
right,O
?,O
In,O
exchange,O
",",O
you,O
gain,O
near-invulnerability,O
.,O
“,O
Prevent,O
all,O
damage,O
that,O
would,O
be,O
dealt,O
to,O
you,O
”,O
as,O
a,O
global,O
effect,O
has,O
only,O
attempted,O
a,O
handful,O
of,O
times,O
in,O
Magic,O
(,O
Energy,B-ENCHANTMENT
Field,I-ENCHANTMENT
",",O
Spirit,B-ENCHANTMENT
of,I-ENCHANTMENT
Resistance,I-ENCHANTMENT
",",O
Solitary,B-ENCHANTMENT
Confinement,I-ENCHANTMENT
),O
.,O
Glacial,B-LAND
Chasm,I-LAND
turns,O
symmetrical,O
damage-dealers,O
such,O
as,O
Pestilence,B-ENCHANTMENT
and,O
Earthquake,B-SORCERY
into,O
one-way,O
tickets,O
towards,O
victory,O
!,O
40,O
.,O
Heart,B-LAND
of,I-LAND
Yavimaya,I-LAND
The,O
second,O
of,O
the,O
Alliances,O
cycle,O
on,O
the,O
list,O
",",O
the,O
Heart,O
found,O
a,O
home,O
in,O
many,O
green,O
beatdown,O
decks,O
over,O
the,O
years,O
.,O
While,O
the,O
bonus,O
is,O
significantly,O
less,O
than,O
with,O
Centaur,B-LAND
Garden,I-LAND
",",O
the,O
activation,O
cost,O
(,O
simply,O
a,O
tap,O
),O
and,O
the,O
ability,O
to,O
use,O
the,O
land,O
as,O
early,O
as,O
turn,O
two,O
both,O
give,O
this,O
Vitality,B-INSTANT
Charm,I-INSTANT
a,O
boost,O
.,O
39,O
.,O
Cephalid,B-LAND
Coliseum,I-LAND
While,O
Centaur,B-LAND
Garden,I-LAND
found,O
a,O
home,O
in,O
mainly,O
aggressive,O
decks,O
",",O
Cephalid,B-LAND
Coliseum,I-LAND
made,O
a,O
name,O
for,O
itself,O
in,O
both,O
blue-green,O
threshold,O
and,O
Psychatog,B-CREATURE
decks,O
.,O
Activating,O
a,O
Coliseum,O
gives,O
a,O
Psychatog,B-CREATURE
a,O
hefty,O
1,O
bonus,O
(,O
three,O
cards,O
+,O
the,O
Coliseum,O
itself,O
go,O
to,O
the,O
graveyard,O
),O
",",O
plus,O
allows,O
you,O
to,O
filter,O
three,O
cards,O
deeper,O
into,O
your,O
deck,O
.,O
There,O
are,O
even,O
rare,O
instances,O
where,O
you,O
can,O
activate,O
this,O
land,O
to,O
deck,O
your,O
opponent,O
!,O
Remember,O
kids,O
",",O
lands,O
with,O
activated,O
abilities,O
are,O
good,O
because,O
they,O
can,O
not,O
be,O
counterspelled,O
!,O
38,O
.,O
Barbarian,B-LAND
Ring,I-LAND
No,O
more,O
Odyssey,O
lands,O
on,O
this,O
list,O
after,O
this,O
one,O
",",O
I,O
promise,O
!,O
Barbarian,B-LAND
Ring,I-LAND
might,O
well,O
be,O
the,O
most,O
valuable,O
of,O
the,O
threshold,O
lands,O
",",O
since,O
it,O
gives,O
the,O
red,O
deck,O
a,O
way,O
around,O
countermagic,O
",",O
Circle,B-ENCHANTMENT
of,I-ENCHANTMENT
Protection,I-ENCHANTMENT
:,I-ENCHANTMENT
Red,I-ENCHANTMENT
",",O
and,O
other,O
prevention,O
effects,O
in,O
the,O
late,O
game,O
.,O
What,O
's,O
a,O
blue,O
player,O
to,O
do,O
when,O
he,O
is,O
at,O
four,O
life,O
and,O
you,O
've,O
got,O
two,O
Rings,O
on,O
the,O
board,O
?,O
Pray,O
that,O
you,O
never,O
hit,O
threshold,O
",",O
that,O
's,O
what,O
.,O
37,O
.,O
Serra,B-LAND
's,I-LAND
Sanctum,I-LAND
A,O
piece,O
of,O
the,O
Argothian,B-CREATURE
Enchantress,I-CREATURE
and,O
Replenish,B-SORCERY
combo,O
decks,O
",",O
Serra,B-LAND
's,I-LAND
Sanctum,I-LAND
turns,O
all,O
those,O
helpful,O
enchantments,O
(,O
such,O
as,O
Opalescence,B-ENCHANTMENT
",",O
Rancor,B-ENCHANTMENT
",",O
and,O
Parallax,B-ENCHANTMENT
Wave,I-ENCHANTMENT
),O
into,O
a,O
massive,O
burst,O
of,O
white,O
mana,O
.,O
36,O
.,O
Diamond,B-LAND
Valley,I-LAND
Can,O
one,O
even,O
mention,O
Diamond,B-LAND
Valley,I-LAND
without,O
mentioning,O
Rukh,B-CREATURE
Egg,I-CREATURE
in,O
the,O
same,O
breath,O
?,O
Back,O
in,O
the,O
days,O
of,O
yore,O
(,O
he,O
said,O
yore,O
!,O
),O
",",O
players,O
would,O
gain,O
three,O
life,O
while,O
getting,O
a,O
4-Apr,O
flying,O
creature,O
for,O
only,O
four,O
mana,O
+,O
a,O
Diamond,B-CREATURE
Valley,I-CREATURE
.,O
Later,O
",",O
players,O
enjoyed,O
doubling,O
their,O
life,O
totals,O
each,O
turn,O
with,O
a,O
steady,O
stream,O
of,O
Serra,B-CREATURE
Avatar,I-CREATURE
s.,O
35,O
.,O
Ancient,B-LAND
Tomb,I-LAND
Lands,O
which,O
tap,O
for,O
more,O
than,O
one,O
mana,O
have,O
acceleration,O
value,O
",",O
even,O
if,O
this,O
acceleration,O
comes,O
at,O
a,O
high,O
cost,O
.,O
Taking,O
two,O
damage,O
for,O
two,O
mana,O
might,O
seem,O
steep,O
",",O
but,O
consider,O
that,O
the,O
Tomb,O
allows,O
a,O
player,O
to,O
effectively,O
jump,O
his,O
mana,O
development,O
one,O
turn,O
ahead,O
of,O
the,O
opponent,O
.,O
The,O
Tomb,O
first,O
shined,O
at,O
the,O
Tempest,O
Constructed,O
Pro,O
Tour,O
",",O
where,O
players,O
used,O
it,O
to,O
fuel,O
second,O
turn,O
Stone,B-SORCERY
Rain,I-SORCERY
s,O
and,O
the,O
like,O
.,O
34,O
.,O
Pendelhaven,B-LAND
Imagine,O
Heart,B-LAND
of,I-LAND
Yavimaya,I-LAND
",",O
but,O
without,O
the,O
drawback,O
of,O
having,O
to,O
sacrifice,O
a,O
land,O
.,O
While,O
Pendelhaven,B-LAND
wo,O
n't,O
pump,O
your,O
larger,O
creatures,O
",",O
it,O
definitely,O
turns,O
otherwise,O
light-hitting,O
guys,O
such,O
as,O
Llanowar,B-CREATURE
Elves,I-CREATURE
into,O
respectable,O
Hurloon,B-CREATURE
Minotaur,I-CREATURE
s.,O
And,O
the,O
drawback,O
to,O
Pendelhaven,B-LAND
?,O
There,O
is,O
none,O
!,O
It,O
's,O
basically,O
a,O
souped-up,O
Forest,B-LAND
—,O
play,O
with,O
one,O
today,O
!,O
Here,O
's,O
a,O
dirty,O
trick,O
:,O
turn,O
one,O
Mountain,B-LAND
",",O
Kird,B-CREATURE
Ape,I-CREATURE
.,O
Turn,O
two,O
Pendelhaven,B-LAND
",",O
pump,O
Kird,B-CREATURE
Ape,I-CREATURE
.,O
Turn,O
three,O
",",O
pump,O
Kird,B-CREATURE
Ape,I-CREATURE
",",O
play,O
Forest,B-LAND
",",O
attack,O
for,O
three,O
.,O
33,O
.,O
Invasion,O
Dual,O
Lands,O
Dual,O
lands,O
are,O
lands,O
which,O
can,O
produce,O
two,O
colors,O
of,O
mana,O
.,O
There,O
have,O
been,O
many,O
variations,O
on,O
the,O
theme,O
over,O
the,O
years,O
",",O
including,O
this,O
group,O
of,O
five,O
from,O
Invasion,O
.,O
These,O
allied,O
lands,O
(,O
meaning,O
they,O
sit,O
next,O
to,O
each,O
other,O
on,O
the,O
color,O
wheel,O
:,O
blue-white,O
",",O
white-green,O
",",O
green-red,O
",",O
red-black,O
and,O
black-blue,O
),O
share,O
a,O
similar,O
drawback,O
with,O
Grand,B-LAND
Coliseum,I-LAND
—,O
except,O
that,O
they,O
do,O
n't,O
ever,O
have,O
a,O
drawback,O
past,O
the,O
first,O
turn,O
.,O
Once,O
you,O
get,O
past,O
the,O
initial,O
burp,O
of,O
non-production,O
",",O
these,O
five,O
guys,O
are,O
really,O
good,O
mana,O
fixers,O
for,O
your,O
two-color,O
needs,O
.,O
32,O
.,O
Karakas,B-LAND
Karakas,B-LAND
might,O
as,O
well,O
be,O
a,O
Plains,B-LAND
which,O
reads,O
:,O
“,O
31,O
.,O
Contested,B-LAND
Cliffs,I-LAND
Arena,B-LAND
came,O
back,O
years,O
later,O
with,O
a,O
vengeance,O
.,O
This,O
time,O
",",O
you,O
chose,O
which,O
creature,O
of,O
your,O
opponent,O
's,O
you,O
hit,O
",",O
and,O
the,O
mana,O
cost,O
ended,O
up,O
being,O
instead,O
of,O
.,O
Beast,O
decks,O
came,O
out,O
in,O
force,O
at,O
Pro,O
Tour,O
-,O
Venice,O
",",O
and,O
are,O
poised,O
to,O
make,O
a,O
splash,O
at,O
Regionals,O
this,O
year,O
.,O
30,O
.,O
Mirage,O
Fetch,O
Lands,O
A,O
staple,O
for,O
years,O
",",O
these,O
lands,O
might,O
delay,O
you,O
a,O
turn,O
",",O
but,O
they,O
afford,O
painless,O
mana,O
fixing,O
and,O
an,O
opportunity,O
to,O
shuffle,O
your,O
deck,O
.,O
Combine,O
these,O
with,O
Brainstorm,B-INSTANT
and,O
Sylvan,B-ENCHANTMENT
Library,I-ENCHANTMENT
for,O
some,O
deck-shuffling,O
fun,O
times,O
.,O
Of,O
course,O
",",O
these,O
were,O
overshadowed,O
down,O
the,O
road…,O
but,O
let,O
's,O
talk,O
about,O
that,O
later,O
",",O
shall,O
we,O
?,O
29,O
.,O
Gemstone,B-LAND
Mine,I-LAND
What,O
would,O
you,O
do,O
if,O
you,O
found,O
out,O
you,O
only,O
had,O
three,O
mana,O
left,O
before,O
you,O
went,O
away,O
?,O
Gemstone,B-LAND
Mine,I-LAND
poses,O
this,O
question,O
in,O
an,O
ingenious,O
way,O
",",O
trading,O
a,O
limited,O
lifespan,O
for,O
access,O
to,O
all,O
five,O
colors,O
of,O
mana,O
.,O
Combo,O
decks,O
loved,O
this,O
card,O
",",O
as,O
it,O
gave,O
decks,O
with,O
a,O
quick,O
game,O
plan,O
the,O
ability,O
to,O
splash,O
Abeyance,B-INSTANT
and,O
Vampiric,B-INSTANT
Tutor,I-INSTANT
without,O
having,O
to,O
worry,O
about,O
long-term,O
consequences,O
.,O
28,O
.,O
Onslaught,O
Cycling,O
Lands,O
I,O
've,O
mentioned,O
what,O
a,O
drag,O
it,O
is,O
to,O
lose,O
a,O
turn,O
worth,O
of,O
mana,O
production,O
to,O
play,O
a,O
comes-into-play,O
tapped,O
land,O
.,O
What,O
if,O
this,O
drawback,O
was,O
negated,O
by,O
the,O
ability,O
to,O
trade,O
extra,O
lands,O
late,O
in,O
the,O
game,O
for,O
a,O
new,O
card,O
?,O
The,O
Onslaught,O
cycling,O
lands,O
give,O
the,O
player,O
this,O
option,O
",",O
while,O
also,O
fuelling,O
the,O
graveyard,O
for,O
threshold,O
.,O
These,O
lands,O
first,O
shined,O
in,O
Astral,B-ENCHANTMENT
Slide,I-ENCHANTMENT
/,O
Lightning,B-ENCHANTMENT
Rift,I-ENCHANTMENT
decks,O
due,O
to,O
their,O
super-low,O
one,O
mana,O
cycling,O
cost,O
",",O
and,O
have,O
found,O
their,O
way,O
into,O
many,O
decks,O
since,O
.,O
27,O
.,O
Faerie,B-LAND
Conclave,I-LAND
When,O
is,O
a,O
land,O
not,O
a,O
land,O
?,O
When,O
it,O
's,O
a,O
man-land,O
!,O
I,O
talked,O
about,O
these,O
lands,O
which,O
become,O
creatures,O
way,O
back,O
in,O
May,O
of,O
2002,O
",",O
and,O
can,O
not,O
stress,O
enough,O
how,O
powerful,O
these,O
are,O
as,O
a,O
whole,O
.,O
These,O
are,O
creatures,O
that,O
can,O
not,O
be,O
counterspelled,O
or,O
killed,O
by,O
sorceries,O
",",O
which,O
makes,O
them,O
perfect,O
foils,O
for,O
blue,O
decks,O
",",O
Wrath,B-SORCERY
of,I-SORCERY
God,I-SORCERY
",",O
Innocent,B-SORCERY
Blood,I-SORCERY
",",O
and,O
other,O
such,O
popular,O
cards,O
.,O
In,O
addition,O
",",O
you,O
can,O
play,O
board,O
sweepers,O
such,O
as,O
Nevinyrral,B-ARTIFACT
's,I-ARTIFACT
Disk,I-ARTIFACT
to,O
kill,O
all,O
your,O
opponent,O
's,O
nonland,O
permanents,O
while,O
keeping,O
your,O
man-lands,O
safely,O
in,O
tow,O
.,O
Such,O
was,O
the,O
case,O
with,O
many,O
mono-blue,O
decks,O
which,O
could,O
afford,O
such,O
board,O
sweepers,O
while,O
building,O
up,O
a,O
steady,O
force,O
of,O
Faerie,B-LAND
Conclave,I-LAND
s,O
and,O
Stalking,B-LAND
Stones,I-LAND
for,O
the,O
final,O
push,O
.,O
26,O
.,O
Quicksand,B-LAND
As,O
a,O
rule,O
",",O
creature,O
kill,O
belongs,O
to,O
black,O
and,O
red,O
.,O
So,O
when,O
Wizards,O
introduced,O
this,O
land,O
in,O
Visions,O
",",O
Randy,O
Buehler,O
rejoiced,O
.,O
He,O
rode,O
these,O
to,O
a,O
top,O
Worlds,O
finish,O
a,O
few,O
years,O
ago,O
",",O
by,O
allowing,O
his,O
mono-blue,O
deck,O
to,O
cope,O
with,O
threats,O
such,O
as,O
River,B-CREATURE
Boa,I-CREATURE
and,O
Ball,B-CREATURE
Lightning,I-CREATURE
.,O
25,O
.,O
Stalking,B-LAND
Stones,I-LAND
A,O
fixture,O
of,O
mono-blue,O
control,O
decks,O
known,O
as,O
``,O
Draw,O
",",O
Go,O
'',O
(,O
named,O
after,O
their,O
game,O
strategy,O
—,O
draw,O
a,O
card,O
and,O
then,O
say,O
go,O
),O
",",O
Stalking,B-LAND
Stones,I-LAND
allows,O
the,O
blue,O
player,O
to,O
develop,O
his,O
mana,O
base,O
while,O
playing,O
out,O
potential,O
3-Mar,O
ground-pounders,O
along,O
the,O
way,O
.,O
Unlike,O
other,O
man-lands,O
",",O
the,O
Stones,O
becomes,O
a,O
creature,O
permanently,O
once,O
activated,O
.,O
By,O
that,O
point,O
",",O
it,O
does,O
n't,O
much,O
matter,O
;,O
the,O
blue,O
player,O
has,O
filled,O
his,O
hand,O
with,O
countermagic,O
and,O
will,O
soon,O
be,O
winning,O
the,O
game,O
.,O
24,O
.,O
Bazaar,B-LAND
of,I-LAND
Baghdad,I-LAND
Type,O
1,O
players,O
have,O
loved,O
this,O
card,O
for,O
years,O
.,O
First,O
",",O
they,O
loved,O
it,O
with,O
Nether,B-CREATURE
Shadow,I-CREATURE
and,O
Ashen,B-CREATURE
Ghoul,I-CREATURE
.,O
Then,O
",",O
they,O
loved,O
it,O
with,O
Squee,B-CREATURE
",",O
Goblin,B-CREATURE
Nabob,I-CREATURE
and,O
Krovikan,B-CREATURE
Horror,I-CREATURE
.,O
Finally,O
",",O
they,O
love,O
it,O
with,O
Basking,B-CREATURE
Rootwalla,I-CREATURE
and,O
Circular,B-INSTANT
Logic,I-INSTANT
and,O
Reanimate,B-SORCERY
.,O
The,O
best,O
friend,O
of,O
recursion,O
creatures,O
",",O
the,O
Bazaar,O
gives,O
players,O
access,O
to,O
easy,O
hand-discard,O
while,O
rewarding,O
them,O
with,O
free,O
cards,O
.,O
Eventually,O
you,O
'll,O
be,O
discarding,O
three,O
Squees,B-CREATURE
a,O
turn,O
to,O
draw,O
two,O
cards,O
.,O
A,O
land,O
which,O
reads,O
``,O
23,O
.,O
Volrath,B-LAND
's,I-LAND
Stronghold,I-LAND
Able,O
to,O
recur,O
tall,O
creatures,O
with,O
a,O
single,O
bound,O
",",O
the,O
Stronghold,O
allows,O
you,O
to,O
take,O
your,O
baddest,O
",",O
biggest,O
beastie,O
and,O
put,O
it,O
back,O
for,O
a,O
second,O
round,O
of,O
rock-'em,O
sock-'em,O
