Token,IOB2
from,O
a,O
historical,O
point,O
of,O
view,O
.,O

Cards,O
that,O
are,O
still,O
relevant,O
to,O
MTG,O
and,O
always,O
have,O
been,O
are,O
at,O
the,O
top,O
of,O
the,O
list,O
.,O

I,O
’,O
m,O
looking,O
for,O
cards,O
that,O
are,O
very,O
relevant,O
to,O
the,O
formats,O
where,O
they,O
see,O
play,O
",",O
and,O
in,O
multiple,O
formats,O
if,O
possible,O
.,O

This,O
list,O
would,O
be,O
totally,O
different,O
if,O
it,O
were,O
Standard,O
only,O
or,O
Commander,O
only,O
.,O
#,O
63,O
.,O

Monstrous,B-INSTANT
Rage,I-INSTANT
We,O
’,O
ll,O
see,O
Berserk,B-INSTANT
later,O
",",O
but,O
Monstrous,B-INSTANT
Rage,I-INSTANT
showed,O
players,O
exactly,O
what,O
a,O
pushed,O
combat,O
trick,O
can,O
look,O
like,O
in,O
the,O
2020s,O
.,O

It,O
seems,O
so,O
unassuming,O
",",O
like,O
a,O
Titan,B-INSTANT
's,I-INSTANT
Strength,I-INSTANT
of,O
sorts,O
",",O
but,O
leaving,O
behind,O
that,O
Monster,O
role,O
token,O
is,O
huge,O
",",O
pushing,O
an,O
aggressive,O
attack,O
through,O
in,O
combat,O
",",O
trampling,O
over,O
for,O
a,O
bunch,O
of,O
damage,O
",",O
and,O
leaving,O
behind,O
a,O
game,O
object,O
to,O
push,O
more,O
damage,O
next,O
combat,O
.,O

This,O
is,O
just,O
an,O
incredible,O
combat,O
trick,O
and,O
often,O
does,O
what,O
a,O
removal,O
spell,O
can,O
’,O
t,O
.,O
#,O
62,O
.,O

Deadly,B-INSTANT
Dispute,I-INSTANT
Deadly,B-INSTANT
Dispute,I-INSTANT
is,O
one,O
of,O
the,O
better,O
sacrifice,O
outlets,O
",",O
allowing,O
you,O
to,O
get,O
cards,O
and,O
Treasure,B-ARTIFACT
.,O

It,O
’,O
s,O
an,O
instant,O
",",O
so,O
you,O
can,O
also,O
sacrifice,O
a,O
creature,O
in,O
response,O
to,O
removal,O
.,O

It,O
's,O
the,O
best,O
Altar,B-INSTANT
's,I-INSTANT
Reap,I-INSTANT
varaint,O
",",O
and,O
was,O
once,O
a,O
$,O
6,O
common,O
before,O
being,O
reprinted,O
.,O
#,O
61,O
.,O

Ephemerate,B-INSTANT
Ephemerate,B-INSTANT
is,O
a,O
big,O
upgrade,O
over,O
Cloudshift,B-INSTANT
because,O
it,O
has,O
rebound,O
.,O

Being,O
able,O
to,O
blink,O
a,O
creature,O
twice,O
with,O
the,O
same,O
spell,O
is,O
a,O
huge,O
deal,O
",",O
and,O
it,O
’,O
s,O
a,O
powerful,O
engine,O
together,O
with,O
evoke,O
creatures,O
or,O
good,O
ETB,O
creatures,O
.,O
#,O
60,O
.,O

Unholy,B-INSTANT
Heat,I-INSTANT
Unholy,B-INSTANT
Heat,I-INSTANT
ranges,O
from,O
a,O
simple,O
Shock,B-INSTANT
to,O
the,O
biggest,O
creature/,O
planeswalker,O
#NAME,O
?,O

damage,O
spell,O
",",O
provided,O
you,O
have,O
delirium,O
active,O
.,O

One,O
of,O
the,O
best,O
delirium,O
cards,O
in,O
formats,O
where,O
it,O
's,O
legal,O
",",O
many,O
consider,O
Unholy,B-INSTANT
Heat,I-INSTANT
to,O
be,O
a,O
design,O
mistake,O
because,O
red,O
isn,O
’,O
t,O
supposed,O
to,O
kill,O
big,O
creatures,O
.,O
#,O
59,O
.,O

Manamorphose,B-INSTANT
Manamorphose,B-INSTANT
is,O
a,O
free,O
spell,O
since,O
it,O
refunds,O
the,O
mana,O
spent,O
to,O
cast,O
it,O
.,O

It,O
’,O
s,O
so,O
powerful,O
that,O
if,O
you,O
were,O
allowed,O
to,O
have,O
more,O
than,O
four,O
copies,O
of,O
Manamorphose,B-INSTANT
",",O
you,O
could,O
draw,O
your,O
entire,O
deck,O
.,O

This,O
card,O
is,O
a,O
storm,O
engine,O
and,O
sees,O
plays,O
in,O
many,O
combo,O
decks,O
.,O
#,O
58,O
.,O

Nexus,B-INSTANT
of,I-INSTANT
Fate,I-INSTANT
One,O
of,O
many,O
extra,O
turn,O
spells,O
that,O
broke,O
Magic,O
",",O
Nexus,B-INSTANT
of,I-INSTANT
Fate,I-INSTANT
was,O
especially,O
hard,O
to,O
swallow,O
because,O
it,O
was,O
supposed,O
to,O
be,O
a,O
“,O
just-for-funsie,O
”,O
promo,O
.,O

When,O
MTG,O
started,O
doing,O
mechanically,O
unique,O
buy-a-box,O
promos,O
they,O
kicked,O
off,O
with,O
Firesong,B-CREATURE
and,I-CREATURE
Sunspeaker,I-CREATURE
in,O
Dominaria,O
",",O
then,O
somehow,O
immediately,O
printed,O
Nexus,B-INSTANT
of,I-INSTANT
Fate,I-INSTANT
in,O
the,O
next,O
Magic,O
set,O
?,O

Of,O
course,O
it,O
went,O
on,O
to,O
dominate,O
the,O
tournament,O
scene,O
in,O
the,O
most,O
insufferable,O
Wilderness,B-ENCHANTMENT
Reclamation,I-ENCHANTMENT
decks,O
of,O
Standard,O
.,O

You,O
don,O
’,O
t,O
see,O
this,O
blue,O
instant,O
much,O
these,O
days,O
",",O
but,O
the,O
card,O
is,O
still,O
an,O
eye-roller,O
in,O
Commander,O
.,O

Most,O
Time,B-SORCERY
Walk,I-SORCERY
s,O
are,O
",",O
but,O
instant-speed,O
ones,O
can,O
leave,O
you,O
feeling,O
cheated,O
.,O
#,O
57,O
.,O

Surgical,B-INSTANT
Extraction,I-INSTANT
Instant,O
speed,O
graveyard,O
hate,O
is,O
good,O
",",O
and,O
a,O
graveyard,O
hate,O
card,O
that,O
gets,O
rid,O
of,O
all,O
those,O
problems,O
permanently,O
is,O
even,O
better,O
.,O

You,O
can,O
also,O
interact,O
when,O
you,O
’,O
ve,O
tapped,O
out,O
because,O
the,O
card,O
costs,O
Phyrexian,O
mana,O
and,O
realistically,O
goes,O
into,O
any,O
deck,O
.,O

A,O
single,O
copy,O
of,O
Surgical,B-INSTANT
Extraction,I-INSTANT
can,O
deal,O
with,O
all,O
you,O
opponents,O
’,O
Arclight,B-CREATURE
Phoenix,I-CREATURE
es,O
or,O
Prized,B-CREATURE
Amalgam,I-CREATURE
s,O
and,O
stops,O
all,O
kinds,O
of,O
graveyard,O
shenanigans,O
including,O
reanimator,O
decks,O
",",O
flashback,O
spells,O
",",O
and,O
much,O
more,O
.,O
#,O
56,O
.,O

Daze,B-INSTANT
In,O
formats,O
like,O
Pauper,O
and,O
Legacy,O
",",O
Daze,B-INSTANT
is,O
a,O
free,O
counterspell,B-INSTANT
",",O
requiring,O
only,O
that,O
you,O
return,O
an,O
island,O
to,O
your,O
hand,O
.,O

On,O
the,O
play,O
",",O
it,O
’,O
s,O
a,O
potent,O
counterspell,O
to,O
your,O
opponent,O
’,O
s,O
1-drop,O
and,O
allows,O
you,O
to,O
tap,O
out,O
and,O
still,O
counter,O
your,O
opponent,O
’,O
s,O
next,O
play,O
.,O

It,O
’,O
s,O
currently,O
banned,O
in,O
Pauper,O
because,O
it,O
gives,O
too,O
much,O
of,O
an,O
edge,O
to,O
blue,O
tempo,O
decks,O
.,O
#,O
55,O
.,O

Fire,B-INSTANT
Covenant,I-INSTANT
Thanks,O
to,O
the,O
popularity,O
of,O
Commander,O
and,O
Rakdos,O
(,O
),O
decks,O
that,O
benefit,O
from,O
losing,O
life,O
",",O
Fire,B-INSTANT
Covenant,I-INSTANT
is,O
a,O
hell,O
of,O
a,O
sweeper,O
.,O

It,O
’,O
s,O
similar,O
to,O
an,O
instant-speed,O
Toxic,B-SORCERY
Deluge,I-SORCERY
",",O
and,O
that,O
’,O
s,O
a,O
strong,O
card,O
.,O

Being,O
able,O
to,O
let,O
your,O
big,O
creatures,O
live,O
while,O
you,O
sweep,O
the,O
board,O
is,O
very,O
powerful,O
",",O
and,O
some,O
EDH,O
decks,O
aren,O
’,O
t,O
afraid,O
of,O
losing,O
Oct-15,O
life,O
in,O
a,O
single,O
turn,O
.,O
#,O
54,O
.,O

Violent,B-INSTANT
Outburst,I-INSTANT
Together,O
with,O
Shardless,B-CREATURE
Agent,I-CREATURE
",",O
this,O
innocuous,O
cascade,O
spell,O
used,O
to,O
be,O
the,O
key,O
to,O
making,O
decks,O
like,O
Living,B-SORCERY
End,I-SORCERY
and,O
Rhinos,O
work,O
",",O
before,O
it,O
was,O
banned,O
in,O
Modern,O
.,O

Violent,B-INSTANT
Outburst,I-INSTANT
is,O
the,O
only,O
3-mana,O
cascade,O
effect,O
available,O
at,O
instant,O
speed,O
",",O
and,O
it,O
can,O
even,O
buff,O
your,O
own,O
creatures,O
(,O
okay,O
",",O
I,O
’,O
m,O
kidding,O
),O
.,O
#,O
53,O
.,O

Stern,B-INSTANT
Scolding,I-INSTANT
Stern,B-INSTANT
Scolding,I-INSTANT
is,O
to,O
countermagic,O
what,O
Cut,B-INSTANT
Down,I-INSTANT
is,O
to,O
creature,O
removal,O
.,O

It,O
’,O
s,O
especially,O
back-breaking,O
against,O
“,O
giant,O
creatures,O
”,O
that,O
are,O
actually,O
small,O
on,O
the,O
stack,O
",",O
like,O
0/0,O
hydras,O
or,O
cards,O
like,O
Angel,B-CREATURE
of,I-CREATURE
Invention,I-CREATURE
.,O

This,O
is,O
just,O
a,O
very,O
efficient,O
blue,O
counterspell,O
that,O
slips,O
into,O
your,O
curve,O
easily,O
",",O
which,O
is,O
exactly,O
what,O
counterspells,O
need,O
to,O
be,O
doing,O
to,O
keep,O
up,O
with,O
the,O
power,O
level,O
of,O
cards,O
these,O
days,O
.,O
#,O
52,O
.,O

March,B-INSTANT
of,I-INSTANT
Otherworldly,I-INSTANT
Light,I-INSTANT
+,O
Prismatic,B-SORCERY
Ending,I-SORCERY
In,O
an,O
attempt,O
to,O
push,O
harder,O
into,O
main,O
deck,O
artifact,O
/,O
enchantment,O
removal,O
",",O
white,O
’,O
s,O
been,O
getting,O
more,O
and,O
more,O
of,O
these,O
spells,O
.,O

March,B-INSTANT
of,I-INSTANT
Otherworldly,I-INSTANT
Light,I-INSTANT
saw,O
heavy,O
play,O
in,O
Standard,O
",",O
while,O
Prismatic,B-SORCERY
Ending,I-SORCERY
was,O
designed,O
for,O
Modern,O
and,O
is,O
more,O
flexible,O
since,O
it,O
hits,O
planeswalkers,O
and,O
other,O
permanents,O
.,O
#,O
51,O
.,O

Heroic,B-INSTANT
Intervention,I-INSTANT
Heroic,B-INSTANT
Intervention,I-INSTANT
has,O
become,O
a,O
green,O
staple,O
in,O
EDH,O
",",O
and,O
it,O
both,O
protects,O
your,O
permanents,O
from,O
spot,O
removal,O
and,O
from,O
sweepers,O
that,O
destroy,O
all,O
cards,O
.,O

It,O
’,O
s,O
similar,O
to,O
Teferi,B-INSTANT
's,I-INSTANT
Protection,I-INSTANT
",",O
and,O
it,O
can,O
be,O
a,O
combat-winning,O
spell,O
.,O
#,O
50,O
.,O

Blood,B-INSTANT
for,I-INSTANT
the,I-INSTANT
Blood,I-INSTANT
God,I-INSTANT
!,I-INSTANT
Maybe,O
it,O
’,O
s,O
the,O
wow,O
factor,O
catching,O
me,O
here,O
",",O
but,O
Blood,B-INSTANT
for,I-INSTANT
the,I-INSTANT
Blood,I-INSTANT
God,I-INSTANT
!,I-INSTANT
is,O
just,O
cool,O
.,O

Modern,O
Magic,O
’,O
s,O
not,O
kind,O
to,O
11-mana,O
spells,O
",",O
but,O
the,O
goal,O
is,O
to,O
get,O
this,O
down,O
to,O
or,O
close,O
enough,O
.,O

It,O
’,O
s,O
a,O
great,O
Rakdos,O
spell,O
to,O
follow,O
up,O
a,O
board,O
wipe,O
",",O
in,O
particular,O
a,O
Blasphemous,B-SORCERY
Act,I-SORCERY
",",O
since,O
that,O
’,O
s,O
also,O
usually,O
pretty,O
light,O
on,O
your,O
mana,O
.,O

Get,O
it,O
down,O
cheap,O
enough,O
and,O
you,O
’,O
re,O
talking,O
about,O
a,O
3-mana,O
draw-8,O
that,O
hits,O
each,O
opponent,O
for,O
20,O
%,O
of,O
their,O
starting,O
life,O
total,O
!,O
#,O
49,O
.,O

Gifts,B-INSTANT
Ungiven,I-INSTANT
Gifts,B-INSTANT
Ungiven,I-INSTANT
was,O
a,O
Modern,O
staple,O
in,O
control,O
and,O
reanimator,O
decks,O
",",O
and,O
was,O
only,O
recently,O
unbanned,O
in,O
Commander,O
.,O

The,O
thing,O
with,O
Gifts,O
is,O
you,O
can,O
Entomb,B-INSTANT
twice,O
with,O
it,O
",",O
and,O
you,O
can,O
also,O
make,O
a,O
package,O
with,O
four,O
redundant,O
effects,O
to,O
guarantee,O
you,O
get,O
the,O
effect,O
you,O
want,O
.,O

No,O
matter,O
what,O
they,O
choose,O
to,O
give,O
you,O
",",O
it,O
’,O
s,O
gon,O
na,O
be,O
fine,O
.,O
#,O
48,O
.,O

Sear,B-INSTANT
Sear,B-INSTANT
is,O
just,O
clean,O
",",O
simple,O
removal,O
.,O

While,O
red,O
has,O
no,O
shortage,O
of,O
2-mana,O
deal,O
4s,O
",",O
they,O
're,O
predominately,O
sorceries,O
or,O
instants,O
with,O
restrictions,O
like,O
sacrificing,O
a,O
creature,O
as,O
an,O
additional,O
cost,O
.,O

That,O
puts,O
Sear,B-INSTANT
in,O
its,O
own,O
class,O
.,O
#,O
47,O
.,O

Path,B-INSTANT
to,I-INSTANT
Exile,I-INSTANT
Path,B-INSTANT
to,I-INSTANT
Exile,I-INSTANT
is,O
a,O
hell,O
of,O
a,O
removal,O
spell,O
",",O
and,O
it,O
used,O
to,O
be,O
one,O
of,O
white,O
’,O
s,O
better,O
cards,O
in,O
formats,O
like,O
Modern,O
.,O

It,O
would,O
be,O
insane,O
in,O
formats,O
like,O
Standard,O
and,O
Pioneer,O
",",O
but,O
the,O
problem,O
is,O
that,O
spot,O
removal,O
got,O
worse,O
in,O
formats,O
like,O
Modern,O
.,O

White,O
decks,O
have,O
cards,O
like,O
Solitude,B-CREATURE
",",O
which,O
is,O
a,O
Swords,B-INSTANT
to,I-INSTANT
Plowshares,I-INSTANT
plus,O
a,O
lifegain,O
creature,O
",",O
and,O
cards,O
like,O
Prismatic,B-SORCERY
Ending,I-SORCERY
can,O
get,O
rid,O
of,O
different,O
permanents,O
.,O

The,O
card,O
still,O
sees,O
lots,O
of,O
play,O
",",O
but,O
it,O
’,O
s,O
certainly,O
less,O
of,O
a,O
protagonist,O
.,O
#,O
46,O
.,O

Chaos,B-INSTANT
Warp,I-INSTANT
Red,O
usually,O
deals,O
with,O
its,O
problems,O
by,O
dealing,O
damage,O
.,O

You,O
can,O
dispose,O
of,O
creatures,O
and,O
planeswalkers,O
this,O
way,O
and,O
even,O
destroy,O
artifacts,O
",",O
but,O
what,O
about,O
the,O
other,O
permanents,O
?,O

Chaos,B-INSTANT
Warp,I-INSTANT
gets,O
around,O
this,O
by,O
being,O
a,O
color,O
pie,O
break,O
that,O
lets,O
red,O
get,O
rid,O
of,O
problematic,O
cards,O
like,O
enchantments,O
.,O

Even,O
though,O
you,O
don,O
’,O
t,O
know,O
what,O
your,O
opponent,O
will,O
get,O
",",O
chances,O
are,O
that,O
they,O
get,O
something,O
worse,O
than,O
what,O
they,O
lost,O
",",O
or,O
nothing,O
at,O
all,O
.,O

As,O
an,O
extra,O
benefit,O
",",O
shuffling,O
a,O
permanent,O
into,O
their,O
deck,O
gets,O
around,O
graveyard,O
recursion,O
and,O
death,O
triggers,O
.,O
#,O
45,O
.,O

Drown,B-INSTANT
in,I-INSTANT
the,I-INSTANT
Loch,I-INSTANT
Drown,B-INSTANT
in,I-INSTANT
the,I-INSTANT
Loch,I-INSTANT
is,O
conditional,O
removal,O
or,O
a,O
counterspell,O
.,O

It,O
’,O
s,O
interesting,O
because,O
you,O
can,O
interact,O
with,O
the,O
stack,O
and,O
with,O
the,O
battlefield,O
using,O
the,O
same,O
card,O
",",O
but,O
it,O
’,O
s,O
not,O
unconditional,O
(,O
unless,O
you,O
’,O
re,O
the,O
mill,O
deck,O
",",O
of,O
course,O
),O
.,O

It,O
’,O
s,O
an,O
interesting,O
design,O
that,O
can,O
be,O
foiled,O
with,O
graveyard,O
hate,O
or,O
expensive,O
spells,O
",",O
and,O
it,O
shows,O
that,O
Counterspell,B-INSTANT
is,O
always,O
a,O
safe,O
choice,O
.,O
#,O
44,O
.,O

Electrodominance,B-INSTANT
Effects,O
that,O
let,O
you,O
play,O
a,O
card,O
without,O
paying,O
its,O
mana,O
cost,O
have,O
a,O
high,O
potential,O
to,O
be,O
broken,O
",",O
and,O
there,O
are,O
a,O
bunch,O
of,O
cards,O
with,O
suspend,O
that,O
can,O
be,O
exploited,O
this,O
way,O
.,O

Electrodominance,B-INSTANT
is,O
used,O
to,O
cast,O
cards,O
like,O
Crashing,B-SORCERY
Footfalls,I-SORCERY
or,O
Ancestral,B-SORCERY
Vision,I-SORCERY
without,O
the,O
need,O
to,O
wait,O
",",O
while,O
also,O
being,O
a,O
removal/,O
direct,O
damage,O
spell,O
.,O
#,O
43,O
.,O

Cloud,B-INSTANT
's,I-INSTANT
Limit,I-INSTANT
Break,I-INSTANT
Cloud,B-INSTANT
's,I-INSTANT
Limit,I-INSTANT
Break,I-INSTANT
scales,O
nicely,O
in,O
Commander,O
.,O

One-for-one,O
removal,O
has,O
issues,O
in,O
the,O
multiplayer,O
formats,O
",",O
so,O
the,O
more,O
multi-target,O
removal,O
you,O
can,O
cast,O
to,O
put,O
everybody,O
behind,O
",",O
the,O
better,O
.,O

This,O
spell,O
works,O
as,O
a,O
perfect,O
flexible,O
piece,O
:,O
You,O
can,O
take,O
out,O
one,O
threat,O
for,O
cheap,O
",",O
or,O
three,O
for,O
3,O
",",O
and,O
it,O
even,O
scales,O
into,O
a,O
board,O
wipe,O
.,O

It,O
's,O
rarely,O
a,O
dead,O
card,O
.,O
#,O
42,O
.,O

Legolas,B-INSTANT
’,I-INSTANT
s,I-INSTANT
Quick,I-INSTANT
Reflexes,I-INSTANT
Legolas,B-INSTANT
's,I-INSTANT
Quick,I-INSTANT
Reflexes,I-INSTANT
is,O
the,O
apex,O
of,O
1-mana,O
single-target,O
protection,O
spells,O
.,O

Split,O
second,O
and,O
hexproof,O
trumps,O
just,O
about,O
any,O
form,O
of,O
targeted,O
removal,O
",",O
but,O
it,O
’,O
s,O
also,O
an,O
untap,O
effect,O
and,O
a,O
potential,O
bite,O
spell,O
at,O
the,O
same,O
time,O
.,O

If,O
you,O
have,O
a,O
way,O
to,O
toggle,O
your,O
creature,O
between,O
tapped,O
and,O
untapped,O
for,O
the,O
turn,O
",",O
say,O
with,O
a,O
Fatestitcher,B-CREATURE
or,O
Freed,B-ENCHANTMENT
from,I-ENCHANTMENT
the,I-ENCHANTMENT
Real,I-ENCHANTMENT
",",O
you,O
can,O
turn,O
this,O
1-mana,O
spell,O
into,O
removal,O
for,O
multiple,O
threats,O
.,O
#,O
41,O
.,O

Chord,B-INSTANT
of,I-INSTANT
Calling,I-INSTANT
Chord,B-INSTANT
of,I-INSTANT
Calling,I-INSTANT
is,O
a,O
creature,O
tutor,O
that,O
puts,O
your,O
target,O
directly,O
into,O
play,O
.,O

What,O
’,O
s,O
more,O
",",O
it,O
can,O
be,O
convoked,O
by,O
your,O
own,O
creatures,O
.,O

It,O
’,O
s,O
used,O
in,O
elf,O
decks,O
and,O
combo,O
decks,O
alike,O
to,O
get,O
a,O
combo,O
piece,O
like,O
Craterhoof,B-CREATURE
Behemoth,I-CREATURE
",",O
Vizier,B-CREATURE
of,I-CREATURE
Remedies,I-CREATURE
",",O
or,O
Devoted,B-CREATURE
Druid,I-CREATURE
.,O
#,O
40,O
.,O

Veil,B-INSTANT
of,I-INSTANT
Summer,I-INSTANT
Veil,B-INSTANT
of,I-INSTANT
Summer,I-INSTANT
is,O
a,O
card,O
that,O
can,O
protect,O
your,O
creatures,O
from,O
spot,O
removal,O
",",O
“,O
counter,O
”,O
a,O
Counterspell,B-INSTANT
",",O
and,O
all,O
that,O
while,O
giving,O
you,O
a,O
card,O
.,O

Banned,O
in,O
multiple,O
formats,O
",",O
it,O
’,O
s,O
good,O
enough,O
to,O
see,O
main,O
deck,O
play,O
even,O
though,O
it,O
hates,O
on,O
two,O
colors,O
.,O

And,O
of,O
course,O
",",O
it,O
’,O
s,O
a,O
sideboard,O
staple,O
.,O
#,O
39,O
.,O

Continue,B-INSTANT
?,I-INSTANT
Continue,B-INSTANT
?,I-INSTANT
poses,O
an,O
easy,O
question,O
.,O

Of,O
course,O
you,O
continue,O
playing,O
Magic,O
by,O
reanimating,O
your,O
best,O
threats,O
after,O
a,O
board,O
wipe,O
or,O
removal,O
spell,O
.,O

It,O
also,O
works,O
well,O
in,O
combat,O
because,O
you,O
can,O
trade,O
off,O
a,O
few,O
creatures,O
and,O
get,O
them,O
back,O
.,O

It,O
's,O
limited,O
as,O
a,O
protection,O
spell,O
since,O
it,O
only,O
gets,O
a,O
couple,O
of,O
creatures,O
",",O
so,O
go-wide,O
decks,O
do,O
n't,O
use,O
it,O
well,O
.,O

Continue,B-INSTANT
?,I-INSTANT
has,O
great,O
combo,O
potential,O
with,O
cards,O
like,O
Ashnod,B-ARTIFACT
's,I-ARTIFACT
Altar,I-ARTIFACT
and,O
Pitiless,B-CREATURE
Plunderer,I-CREATURE
to,O
construct,O
sacrifice-based,O
combos,O
.,O

That,O
gives,O
it,O
a,O
natural,O
home,O
in,O
aristocrat,O
decks,O
.,O
#,O
38,O
.,O

Katara,B-INSTANT
's,I-INSTANT
Reversal,I-INSTANT
Katara,B-INSTANT
's,I-INSTANT
Reversal,I-INSTANT
offers,O
a,O
wonderful,O
dream,O
to,O
players,O
:,O
a,O
counterspell,B-INSTANT
that,O
hits,O
four,O
spells,O
!,O

What,O
a,O
blowout,O
",",O
a,O
four-for-one,O
!,O

But,O
it,O
's,O
much,O
more,O
realistic,O
to,O
rely,O
on,O
the,O
second,O
ability,O
that,O
untaps,O
permanents,O
.,O

It,O
's,O
rife,O
with,O
combo,O
potential,O
if,O
you,O
can,O
copy,O
it,O
and,O
untap,O
a,O
bunch,O
of,O
rocks,O
and,O
whatever,O
's,O
copying,O
the,O
Reversal,O
(,O
looking,O
at,O
you,O
",",O
Lithoform,B-ARTIFACT
Engine,I-ARTIFACT
),O
",",O
but,O
infinites,O
are,O
n't,O
required,O
.,O

Throw,O
down,O
some,O
mana,O
rocks,O
that,O
tap,O
for,O
multiple,O
mana,O
and,O
it,O
's,O
an,O
explosive,O
ritual,O
.,O

All,O
that,O
is,O
supported,O
by,O
the,O
counter,O
mode,O
",",O
which,O
offers,O
a,O
default,O
floor,O
of,O
“,O
decent,O
”,O
.,O
#,O
37,O
.,O

Flame,B-INSTANT
of,I-INSTANT
Anor,I-INSTANT
Flame,B-INSTANT
of,I-INSTANT
Anor,I-INSTANT
can,O
be,O
considered,O
a,O
more,O
versatile,O
Electrolyze,B-INSTANT
",",O
and,O
it,O
’,O
s,O
a,O
very,O
strong,O
spell,O
if,O
you,O
control,O
a,O
wizard,O
.,O

It,O
’,O
s,O
never,O
a,O
dead,O
card,O
because,O
you,O
can,O
use,O
it,O
to,O
draw,O
and,O
sometimes,O
get,O
something,O
else,O
.,O

Cards,O
like,O
Esper,B-INSTANT
Charm,I-INSTANT
and,O
Archmage,B-INSTANT
's,I-INSTANT
Charm,I-INSTANT
have,O
a,O
serious,O
adversary,O
",",O
and,O
being,O
able,O
to,O
flashback,O
this,O
card,O
with,O
Snapcaster,B-CREATURE
Mage,I-CREATURE
changed,O
how,O
control,O
decks,O
operate,O
in,O
Eternal,O
formats,O
.,O
#,O
36,O
.,O

Fatal,B-INSTANT
Push,I-INSTANT
It,O
’,O
s,O
fairly,O
easy,O
to,O
trigger,O
revolt,O
on,O
Fatal,B-INSTANT
Push,I-INSTANT
with,O
Treasure,B-ARTIFACT
s,O
or,O
fetch,O
lands,O
",",O
and,O
this,O
card,O
is,O
a,O
staple,O
of,O
many,O
formats,O
including,O
Pioneer,O
and,O
Modern,O
.,O

It,O
’,O
s,O
very,O
sad,O
to,O
lose,O
a,O
4-mana,O
creature,O
to,O
1-mana,O
Fatal,B-INSTANT
Push,I-INSTANT
",",O
and,O
this,O
card,O
raises,O
the,O
bar,O
for,O
what,O
a,O
creature,O
needs,O
to,O
do,O
to,O
be,O
playable,O
.,O
#,O
35,O
.,O

Archenemy,B-INSTANT
's,I-INSTANT
Charm,I-INSTANT
is,O
among,O
the,O
more,O
daunting,O
mana,O
costs,O
a,O
spell,O
can,O
have,O
",",O
but,O
how,O
else,O
could,O
Wizards,O
balance,O
the,O
wonderful,O
options,O
of,O
Archenemy,B-INSTANT
's,I-INSTANT
Charm,I-INSTANT
?,O

The,O
option,O
of,O
exile-based,O
removal,O
or,O
a,O
double,O
Raise,B-SORCERY
Dead,I-SORCERY
that,O
can,O
get,O
planeswalkers,O
is,O
incredible,O
.,O

The,O
combat,O
trick,O
is,O
the,O
least,O
used,O
mode,O
",",O
but,O
it,O
’,O
s,O
no,O
less,O
impactful,O
when,O
it,O
comes,O
to,O
flipping,O
a,O
game,O
on,O
its,O
head,O
.,O
#,O
34,O
.,O

Fierce,B-INSTANT
Guardianship,I-INSTANT
Paying,O
1,O
more,O
mana,O
for,O
a,O
Negate,B-INSTANT
isn,O
’,O
t,O
the,O
worst,O
thing,O
",",O
but,O
it,O
’,O
s,O
bad,O
enough,O
to,O
avoid,O
play,O
in,O
formats,O
like,O
Legacy,O
or,O
Vintage,O
.,O

This,O
card,O
