Token,IOB2
restrictions,O
.,O
As,O
with,O
most,O
permanent,O
types,O
",",O
sorceries,O
can,O
only,O
be,O
cast,O
during,O
your,O
main,O
phases,O
",",O
and,O
only,O
if,O
the,O
stack,O
is,O
empty,O
.,O
You,O
’,O
ll,O
notice,O
the,O
text,O
“,O
activate,O
as,O
a,O
sorcery,O
”,O
on,O
many,O
activated,O
abilities,O
",",O
like,O
the,O
one,O
on,O
Birthing,B-ARTIFACT
Pod,I-ARTIFACT
.,O
This,O
doesn,O
’,O
t,O
make,O
the,O
card,O
a,O
sorcery,O
",",O
but,O
rather,O
notes,O
a,O
timing,O
restriction,O
on,O
when,O
the,O
ability,O
can,O
be,O
activated,O
.,O
Since,O
there,O
are,O
so,O
many,O
powerful,O
sorceries,O
in,O
Magic,O
",",O
I,O
had,O
to,O
cook,O
up,O
some,O
criteria,O
for,O
this,O
list,O
.,O
I,O
came,O
up,O
with,O
some,O
buckets,O
",",O
with,O
each,O
card,O
on,O
the,O
list,O
falling,O
into,O
one,O
of,O
them,O
:,O
Normally,O
I,O
’,O
d,O
focus,O
on,O
Commander,O
",",O
but,O
it,O
didn,O
’,O
t,O
feel,O
fair,O
to,O
use,O
Commander,O
as,O
the,O
baseline,O
since,O
many,O
of,O
the,O
best,O
sorceries,O
in,O
Magic,O
aren,O
’,O
t,O
legal,O
in,O
Commander,O
.,O
This,O
is,O
more,O
of,O
a,O
universal,O
approach,O
to,O
sorceries,O
across,O
all,O
formats,O
.,O
I,O
tried,O
to,O
account,O
for,O
how,O
they,O
function,O
in,O
present-day,O
Magic,O
",",O
so,O
historically,O
powerful,O
sorceries,O
that,O
don,O
’,O
t,O
see,O
much,O
play,O
anymore,O
didn,O
’,O
t,O
make,O
the,O
list,O
.,O
#,O
76,O
.,O
Steelshaper,B-SORCERY
’,I-SORCERY
s,I-SORCERY
Gift,I-SORCERY
Tutors,O
are,O
always,O
going,O
to,O
take,O
up,O
“,O
best-of,O
”,O
slots,O
",",O
even,O
hyper-specific,O
ones,O
like,O
Steelshaper,B-SORCERY
's,I-SORCERY
Gift,I-SORCERY
.,O
It,O
’,O
s,O
narrow,O
",",O
but,O
the,O
consistency,O
it,O
adds,O
to,O
the,O
decks,O
it,O
fits,O
into,O
can,O
’,O
t,O
be,O
overstated,O
.,O
#,O
75,O
.,O
Scrap,B-SORCERY
Mastery,I-SORCERY
Scrap,B-SORCERY
Mastery,I-SORCERY
’,O
s,O
basically,O
Living,B-SORCERY
Death,I-SORCERY
for,O
artifacts,O
",",O
but,O
Living,B-SORCERY
Death,I-SORCERY
usually,O
benefits,O
everyone,O
since,O
most,O
decks,O
include,O
creatures,O
.,O
Artifacts,O
aren,O
’,O
t,O
as,O
prevalent,O
",",O
so,O
Scrap,B-SORCERY
Mastery,I-SORCERY
ends,O
up,O
being,O
more,O
one-sided,O
.,O
And,O
it,O
sweeps,O
artifacts,O
off,O
board,O
too,O
.,O
#,O
74,O
.,O
Tasha,B-SORCERY
’,I-SORCERY
s,I-SORCERY
Hideous,I-SORCERY
Laughter,I-SORCERY
I,O
wanted,O
to,O
represent,O
mill,O
somewhere,O
",",O
and,O
I,O
believe,O
Tasha,B-SORCERY
's,I-SORCERY
Hideous,I-SORCERY
Laughter,I-SORCERY
is,O
top,O
of,O
the,O
heap,O
.,O
I,O
considered,O
Fractured,B-SORCERY
Sanity,I-SORCERY
instead,O
",",O
but,O
Tasha,O
’,O
s,O
absolutely,O
chews,O
through,O
libraries,O
with,O
low,O
curves,O
and,O
exiles,O
everything,O
it,O
hits,O
.,O
#,O
73,O
.,O
Terminus,B-SORCERY
Expect,O
to,O
see,O
a,O
decent,O
number,O
of,O
wraths,O
on,O
this,O
list,O
",",O
given,O
they,O
’,O
re,O
usually,O
sorceries,O
and,O
see,O
play,O
across,O
nearly,O
every,O
format,O
.,O
Terminus,B-SORCERY
is,O
the,O
hallmark,O
“,O
Miracles,O
”,O
sweeper,O
and,O
trumps,O
indestructible,O
",",O
hexproof,O
",",O
etc.,O
",",O
which,O
leads,O
me,O
to,O
believe,O
it,O
should,O
see,O
more,O
Commander,O
play,O
than,O
it,O
does,O
.,O
#,O
72,O
.,O
Mana,B-SORCERY
Geyser,I-SORCERY
Mana,B-SORCERY
Geyser,I-SORCERY
’,O
s,O
a,O
strict,O
Commander,O
card,O
with,O
a,O
design,O
that,O
predates,O
the,O
popularity,O
of,O
multiplayer,O
Magic,O
.,O
It,O
’,O
s,O
a,O
big-mana,O
combo,O
starter,O
",",O
sometimes,O
generating,O
upwards,O
of,O
15-20,O
mana,O
.,O
It,O
’,O
s,O
temporary,O
",",O
but,O
20,O
mana,O
is,O
usually,O
enough,O
to,O
find,O
a,O
kill,O
before,O
it,O
goes,O
to,O
waste,O
.,O
#,O
71,O
.,O
Yawgmoth,B-SORCERY
’,I-SORCERY
s,I-SORCERY
Will,I-SORCERY
Some,O
decks,O
treat,O
their,O
graveyard,O
like,O
a,O
second,O
hand,O
",",O
quite,O
literally,O
with,O
Yawgmoth,B-SORCERY
's,I-SORCERY
Will,I-SORCERY
.,O
It,O
’,O
s,O
usually,O
a,O
sign,O
of,O
an,O
unfair,O
strategy,O
",",O
though,O
it,O
’,O
s,O
been,O
nearly,O
phased,O
out,O
by,O
Underworld,B-ENCHANTMENT
Breach,I-ENCHANTMENT
.,O
It,O
’,O
s,O
still,O
powerful,O
despite,O
there,O
being,O
a,O
better,O
option,O
",",O
and,O
it,O
’,O
s,O
sitting,O
on,O
the,O
sidelines,O
if,O
Breach,O
ever,O
gets,O
the,O
banhammer,O
.,O
#,O
70,O
.,O
Mizzix,B-SORCERY
’,I-SORCERY
s,I-SORCERY
Mastery,I-SORCERY
Mizzix,B-SORCERY
's,I-SORCERY
Mastery,I-SORCERY
is,O
a,O
potent,O
spellslinger,O
finisher,O
and,O
a,O
cool,O
use,O
of,O
the,O
overload,O
mechanic,O
.,O
You,O
can,O
cast,O
the,O
“,O
cheap,O
”,O
mode,O
in,O
a,O
pinch,O
or,O
wait,O
until,O
8,O
mana,O
to,O
make,O
it,O
a,O
one-sided,O
Rise,B-SORCERY
of,I-SORCERY
the,I-SORCERY
Dark,I-SORCERY
Realms,I-SORCERY
for,O
spells,O
.,O
Speaking,O
of,O
which…,O
.,O
#,O
69,O
.,O
Rise,B-SORCERY
of,I-SORCERY
the,I-SORCERY
Dark,I-SORCERY
Realms,I-SORCERY
The,O
finisher,O
to,O
end,O
all,O
finishers…,O
in,O
2014,O
.,O
I,O
credit,O
the,O
fall,O
of,O
Rise,B-SORCERY
of,I-SORCERY
the,I-SORCERY
Dark,I-SORCERY
Realms,I-SORCERY
to,O
the,O
existence,O
of,O
other,O
cheaper,O
mass-reanimation,O
effects,O
.,O
Wake,B-INSTANT
the,I-INSTANT
Dead,I-INSTANT
",",O
Ghouls,B-SORCERY
',I-SORCERY
Night,I-SORCERY
Out,I-SORCERY
",",O
and,O
Living,B-SORCERY
Death,I-SORCERY
all,O
tread,O
on,O
what,O
Dark,O
Realms,O
does,O
at,O
half,O
the,O
cost,O
.,O
Sure,O
",",O
it,O
’,O
s,O
the,O
cleanest,O
way,O
to,O
get,O
all,O
the,O
creatures,O
",",O
but,O
half,O
the,O
creatures,O
for,O
half,O
the,O
price,O
is,O
almost,O
always,O
preferable,O
.,O
#,O
68,O
.,O
Replenish,B-SORCERY
Replenish,B-SORCERY
is,O
a,O
mass,O
enchantment,O
reanimation,O
spell,O
.,O
It,O
’,O
s,O
an,O
absurdly,O
expensive,O
Reserved,O
List,O
card,O
",",O
which,O
is,O
why,O
you,O
probably,O
don,O
’,O
t,O
see,O
it,O
played,O
often,O
",",O
though,O
Commander,O
players,O
can,O
get,O
a,O
taste,O
of,O
it,O
from,O
Eiganjo,B-CREATURE
Dynastorian,I-CREATURE
.,O
#,O
67,O
.,O
Abundant,B-SORCERY
Harvest,I-SORCERY
Abundant,B-SORCERY
Harvest,I-SORCERY
is,O
an,O
underrated,O
cantrip,O
that,O
always,O
gives,O
you,O
what,O
you,O
need,O
.,O
It,O
’,O
s,O
also,O
an,O
S-Tier,O
design,O
with,O
its,O
reference,O
to,O
Abundance,B-ENCHANTMENT
.,O
#,O
66,O
.,O
Scapeshift,B-SORCERY
Scapeshift,B-SORCERY
is,O
a,O
one-card,O
combo,O
",",O
fetching,O
Valakut,B-LAND
",",I-LAND
the,I-LAND
Molten,I-LAND
Pinnacle,I-LAND
and,O
a,O
bunch,O
of,O
mountains,O
to,O
one-shot,O
players,O
in,O
Constructed,O
formats,O
.,O
It,O
’,O
s,O
fallen,O
off,O
in,O
recent,O
years,O
but,O
still,O
hangs,O
around,O
in,O
landfall,O
decks,O
at,O
Commander,O
tables,O
.,O
#,O
65,O
.,O
Fractured,B-SORCERY
Identity,I-SORCERY
In,O
a,O
1v1,O
environment,O
",",O
Fractured,B-SORCERY
Identity,I-SORCERY
essentially,O
steals,O
a,O
creature,O
and,O
gives,O
you,O
the,O
relevant,O
ETB,O
effects,O
.,O
It,O
’,O
s,O
more,O
political,O
in,O
Commander,O
",",O
where,O
it,O
’,O
s,O
excellent,O
at,O
turning,O
a,O
game,O
around,O
on,O
the,O
lead,O
player,O
.,O
It,O
’,O
s,O
also,O
a,O
goofy,O
combo,O
card,O
with,O
detrimental,O
permanents,O
like,O
Leveler,B-CREATURE
.,O
You,O
get,O
a,O
Leveler,B-CREATURE
",",O
and,O
you,O
get,O
a,O
Leveler,B-CREATURE
",",O
and,O
you,O
…,O
.,O
#,O
64,O
.,O
Chain,B-SORCERY
Lightning,I-SORCERY
It,O
felt,O
right,O
to,O
give,O
a,O
nod,O
to,O
the,O
best,O
sorcery-speed,O
Lightning,B-INSTANT
Bolt,I-INSTANT
follow-up,O
here,O
.,O
Chain,B-SORCERY
Lightning,I-SORCERY
technically,O
has,O
a,O
downside,O
",",O
but,O
it,O
matters,O
so,O
rarely,O
that,O
this,O
just,O
ends,O
up,O
being,O
Bolts,O
#,O
5-Aug,O
in,O
decks,O
that,O
want,O
a,O
critical,O
mass,O
of,O
burn,O
.,O
#,O
63,O
.,O
Dread,B-SORCERY
Return,I-SORCERY
Dread,B-SORCERY
Return,I-SORCERY
is,O
an,O
exceptionally,O
fair,O
reanimation,O
spell,O
…,O
until,O
it,O
isn,O
’,O
t,O
.,O
It,O
mostly,O
finds,O
its,O
way,O
into,O
degenerate,O
decks,O
that,O
are,O
capable,O
of,O
milling,O
themselves,O
out,O
",",O
after,O
which,O
Dread,B-SORCERY
Return,I-SORCERY
puts,O
their,O
key,O
creatures,O
into,O
play,O
.,O
Its,O
rarity,O
downshift,O
in,O
Commander,O
Masters,O
added,O
that,O
degeneracy,O
to,O
the,O
Pauper,O
card,O
pool,O
for,O
the,O
first,O
time,O
.,O
#,O
62,O
.,O
Primal,B-SORCERY
Surge,I-SORCERY
In,O
a,O
deck,O
with,O
nothing,O
but,O
permanents,O
",",O
Primal,B-SORCERY
Surge,I-SORCERY
picks,O
up,O
your,O
library,O
and,O
puts,O
it,O
on,O
the,O
battlefield,O
.,O
I,O
find,O
it,O
more,O
exciting,O
in,O
decks,O
with,O
a,O
few,O
bricks,O
floating,O
around,O
since,O
it,O
creates,O
tension,O
and,O
leads,O
to,O
hilarious,O
moments,O
where,O
the,O
first,O
card,O
revealed,O
ends,O
the,O
chain,O
immediately,O
.,O
#,O
61,O
.,O
All,B-SORCERY
Is,I-SORCERY
Dust,I-SORCERY
Colorless,O
decks,O
by,O
their,O
very,O
nature,O
have,O
fewer,O
disruptive,O
tools,O
to,O
work,O
with,O
.,O
Most,O
colorless,O
sweepers,O
are,O
symmetrical,O
effects,O
like,O
Perilous,B-ARTIFACT
Vault,I-ARTIFACT
or,O
Oblivion,B-ARTIFACT
Stone,I-ARTIFACT
.,O
All,B-SORCERY
Is,I-SORCERY
Dust,I-SORCERY
is,O
an,O
ideal,O
fit,O
",",O
and,O
these,O
decks,O
tend,O
to,O
have,O
the,O
mana,O
acceleration,O
needed,O
to,O
justify,O
a,O
7-mana,O
wrath,O
.,O
It,O
’,O
s,O
rigid,O
",",O
but,O
it,O
’,O
s,O
a,O
staple,O
of,O
nearly,O
every,O
colorless,O
deck,O
.,O
#,O
60,O
.,O
Insatiable,B-SORCERY
Avarice,I-SORCERY
Insatiable,B-SORCERY
Avarice,I-SORCERY
is,O
a,O
versatile,O
top-deck,O
tutor,O
.,O
For,O
3,O
mana,O
",",O
you,O
can,O
either,O
tutor,O
or,O
draw,O
three,O
.,O
For,O
5,O
mana,O
",",O
you,O
tutor,O
then,O
draw,O
three,O
",",O
so,O
you,O
’,O
ll,O
draw,O
the,O
card,O
you,O
searched,O
for,O
.,O
This,O
black,O
sorcery,O
’,O
s,O
expensive,O
for,O
a,O
top-deck,O
tutor,O
effect,O
",",O
but,O
the,O
raw,O
versatility,O
is,O
enough,O
to,O
make,O
this,O
worth,O
including,O
if,O
the,O
triple-black,O
cost,O
to,O
spree,O
the,O
second,O
mode,O
isn,O
’,O
t,O
a,O
problem,O
.,O
#,O
59,O
.,O
Genesis,B-SORCERY
Wave,I-SORCERY
Genesis,B-SORCERY
Wave,I-SORCERY
is,O
still,O
a,O
fine,O
way,O
to,O
spend,O
a,O
ton,O
of,O
mana,O
",",O
but,O
its,O
age,O
shows,O
in,O
a,O
world,O
where,O
decks,O
are,O
faster,O
",",O
leaner,O
",",O
and,O
more,O
disruptive,O
than,O
ever,O
.,O
There,O
are,O
still,O
enough,O
heavy,O
ramp,O
decks,O
and,O
X-spells,O
matter,O
decks,O
around,O
to,O
keep,O
it,O
relevant,O
.,O
#,O
58,O
.,O
Wrath,B-SORCERY
of,I-SORCERY
the,I-SORCERY
Skies,I-SORCERY
The,O
energy,O
mechanic,O
isn,O
’,O
t,O
relevant,O
in,O
every,O
Magic,O
format,O
Wrath,B-SORCERY
of,I-SORCERY
the,I-SORCERY
Skies,I-SORCERY
is,O
legal,O
in,O
",",O
but,O
that,O
doesn,O
’,O
t,O
even,O
matter,O
",",O
since,O
you,O
can,O
dump,O
as,O
much,O
mana,O
as,O
you,O
want,O
.,O
This,O
white,O
sorcery,O
is,O
incredibly,O
efficient,O
considering,O
how,O
many,O
card,O
types,O
it,O
affects,O
.,O
It,O
sees,O
play,O
in,O
Modern,O
control,O
decks,O
",",O
many,O
of,O
which,O
take,O
a,O
“,O
fight,O
fire,O
with,O
fire,O
”,O
approach,O
to,O
dealing,O
with,O
the,O
energy,O
decks,O
and,O
their,O
Blood,B-ENCHANTMENT
Moon,I-ENCHANTMENT
s.,O
#,O
57,O
.,O
Doppelgang,B-SORCERY
It,O
takes,O
a,O
lot,O
of,O
mana,O
to,O
make,O
Doppelgang,B-SORCERY
work,O
well,O
",",O
but,O
when,O
it,O
does,O
",",O
oh,O
boy,O
.,O
This,O
Simic,O
card,O
‘,O
s,O
the,O
kind,O
of,O
spell,O
I,O
love,O
using,O
in,O
the,O
late,O
game,O
",",O
when,O
most,O
other,O
options,O
are,O
exhausted,O
.,O
Target,O
your,O
Avenger,B-CREATURE
of,I-CREATURE
Zendikar,I-CREATURE
and,O
a,O
land,O
",",O
or,O
win,O
the,O
game,O
outright,O
by,O
targeting,O
Biovisionary,B-CREATURE
and,O
any,O
clone,O
creature,O
",",O
i.e,O
.,O
Phyrexian,B-CREATURE
Metamorph,I-CREATURE
.,O
#,O
56,O
.,O
Flare,B-SORCERY
of,I-SORCERY
Cultivation,I-SORCERY
If,O
your,O
deck,O
is,O
looking,O
for,O
maximum,O
land,O
ramp,O
",",O
Flare,B-SORCERY
of,I-SORCERY
Cultivation,I-SORCERY
can,O
turn,O
a,O
leftover,O
creature,O
into,O
a,O
free,O
Cultivate,B-SORCERY
.,O
If,O
you,O
don,O
’,O
t,O
feel,O
like,O
sacrificing,O
a,O
creature,O
",",O
though,O
",",O
the,O
spell,O
is,O
almost,O
identical,O
to,O
Cultivate,B-SORCERY
anyway,O
.,O
I,O
can,O
’,O
t,O
help,O
but,O
imagine,O
a,O
deck,O
with,O
a,O
turn,O
1,O
Arboreal,B-CREATURE
Grazer,I-CREATURE
directly,O
into,O
Flare,B-SORCERY
of,I-SORCERY
Cultivation,I-SORCERY
",",O
which,O
seems,O
pretty,O
spicy,O
.,O
#,O
55,O
.,O
Approach,B-SORCERY
of,I-SORCERY
the,I-SORCERY
Second,I-SORCERY
Sun,I-SORCERY
As,O
an,O
alternate,O
wincon,O
",",O
Approach,B-SORCERY
of,I-SORCERY
the,I-SORCERY
Second,I-SORCERY
Sun,I-SORCERY
doesn,O
’,O
t,O
ask,O
you,O
to,O
jump,O
through,O
any,O
ridiculous,O
hoops,O
(,O
see,O
:,O
Hedron,B-ENCHANTMENT
Alignment,I-ENCHANTMENT
),O
.,O
It,O
just,O
asks,O
for,O
time,O
and,O
mana,O
.,O
It,O
’,O
s,O
cheesy,O
",",O
but,O
the,O
best,O
things,O
in,O
life,O
usually,O
have,O
some,O
amount,O
of,O
cheese,O
involved,O
(,O
see,O
:,O
pizza,O
),O
.,O
#,O
54,O
.,O
Day,B-SORCERY
of,I-SORCERY
Black,I-SORCERY
Sun,I-SORCERY
Day,B-SORCERY
of,I-SORCERY
Black,I-SORCERY
Sun,I-SORCERY
has,O
two,O
points,O
that,O
make,O
it,O
an,O
interesting,O
wrath,O
.,O
Firstly,O
",",O
it,O
's,O
“,O
creatures,O
lose,O
all,O
abilities,O
”,O
clause,O
nerfs,O
indestructible-based,O
protection,O
",",O
which,O
is,O
common,O
in,O
Commander,O
.,O
Secondly,O
",",O
you,O
can,O
cast,O
it,O
for,O
X=0,O
to,O
wipe,O
out,O
token,O
decks,O
at,O
an,O
incredible,O
rate,O
.,O
#,O
53,O
.,O
Grapeshot,B-SORCERY
+,O
Tendrils,B-SORCERY
of,I-SORCERY
Agony,I-SORCERY
Grapeshot,B-SORCERY
is,O
one,O
of,O
red,O
's,O
best,O
win,O
conditions,O
",",O
and,O
pairs,O
with,O
Tendrils,B-SORCERY
of,I-SORCERY
Agony,I-SORCERY
as,O
the,O
most,O
definitive,O
storm,O
=,O
win,O
cards,O
.,O
They,O
convert,O
arbitrary,O
storm,O
counts,O
into,O
damage,O
",",O
which,O
usually,O
wins,O
more,O
reliably,O
than,O
something,O
like,O
Brain,B-INSTANT
Freeze,I-INSTANT
or,O
Ignite,B-SORCERY
Memories,I-SORCERY
.,O
#,O
52,O
.,O
Inquisition,B-SORCERY
of,I-SORCERY
Kozilek,I-SORCERY
Inquisition,B-SORCERY
of,I-SORCERY
Kozilek,I-SORCERY
is,O
a,O
great,O
“,O
backup,O
”,O
discard,O
spell,O
.,O
It,O
has,O
limitations,O
but,O
lines,O
up,O
well,O
with,O
how,O
most,O
Constructed,O
decks,O
are,O
designed,O
.,O
It,O
’,O
s,O
unfortunately,O
relegated,O
to,O
formats,O
where,O
Thoughtseize,B-SORCERY
also,O
exists,O
",",O
but,O
there,O
are,O
matchups,O
when,O
Inquisition,O
is,O
the,O
preferred,O
piece,O
of,O
hand,O
disruption,O
.,O
#,O
51,O
.,O
Prismatic,B-SORCERY
Ending,I-SORCERY
One-for-one,O
sorcery-speed,O
removal,O
can,O
only,O
reach,O
so,O
high,O
",",O
but,O
Prismatic,B-SORCERY
Ending,I-SORCERY
just,O
so,O
happens,O
to,O
reach,O
up,O
to,O
5,O
.,O
The,O
design,O
is,O
fun,O
and,O
imminently,O
fair,O
",",O
and,O
it,O
only,O
becomes,O
better,O
when,O
we,O
eventually,O
get,O
that,O
rumored,O
purple,O
mana,O
in,O
Magic,O
.,O
#,O
50,O
.,O
Council,B-SORCERY
’,I-SORCERY
s,I-SORCERY
Judgment,I-SORCERY
Council,B-SORCERY
's,I-SORCERY
Judgment,I-SORCERY
has,O
an,O
interesting,O
political,O
bent,O
in,O
Commander,O
",",O
but,O
it,O
really,O
shines,O
in,O
Eternal,O
and,O
Cube,O
formats,O
where,O
it,O
provides,O
an,O
out,O
to,O
annoying,O
creatures,O
with,O
protection,O
",",O
hexproof,O
",",O
etc,O
.,O
It,O
decisively,O
answered,O
True-Name,B-CREATURE
Nemesis,I-CREATURE
during,O
its,O
heyday,O
",",O
and,O
it,O
’,O
s,O
a,O
popular,O
staple,O
in,O
high-powered,O
cubes,O
.,O
#,O
49,O
.,O
Pyroclasm,B-SORCERY
Pyroclasm,B-SORCERY
is,O
one,O
of,O
the,O
most,O
efficient,O
sweepers,O
in,O
Magic,O
history,O
.,O
It,O
's,O
2,O
mana,O
to,O
wipe,O
the,O
board,O
of,O
any,O
creatures,O
with,O
toughness,O
2,O
or,O
less,O
.,O
This,O
red,O
sorcery,O
tends,O
to,O
be,O
most,O
efficient,O
against,O
aggro,O
decks,O
that,O
flood,O
the,O
board,O
with,O
cheap,O
creatures,O
",",O
and,O
has,O
been,O
a,O
sideboard,O
staple,O
in,O
Constructed,O
metas,O
featuring,O
popular,O
go-wide,O
decks,O
.,O
#,O
48,O
.,O
Overwhelming,B-SORCERY
Stampede,I-SORCERY
Overwhelming,B-SORCERY
Stampede,I-SORCERY
is,O
one,O
powerful,O
Overrun,O
effect,O
.,O
In,O
Commander,O
",",O
you,O
can,O
cast,O
this,O
with,O
something,O
absurd,O
like,O
a,O
Ghalta,B-CREATURE
",",I-CREATURE
Primal,I-CREATURE
Hunger,I-CREATURE
on,O
the,O
table,O
and,O
win,O
the,O
game,O
on,O
the,O
spot,O
.,O
This,O
goes,O
best,O
in,O
decks,O
with,O
huge,O
creatures,O
like,O
that,O
–,O
it,O
’,O
s,O
up,O
to,O
you,O
whether,O
that,O
’,O
s,O
because,O
of,O
their,O
base,O
power,O
",",O
or,O
because,O
of,O
lords,O
",",O
1,O
counters,O
",",O
equipment,O
",",O
or,O
any,O
number,O
of,O
other,O
ways,O
to,O
make,O
huge,O
creatures,O
to,O
attack,O
with,O
.,O
#,O
47,O
.,O
Buried,B-SORCERY
Alive,I-SORCERY
There,O
’,O
s,O
no,O
shortage,O
of,O
graveyard,O
shenanigans,O
in,O
Magic,O
these,O
days,O
",",O
and,O
Buried,B-SORCERY
Alive,I-SORCERY
makes,O
for,O
a,O
fantastic,O
enabler,O
.,O
Find,O
your,O
reanimation,O
targets,O
or,O
get,O
up,O
to,O
something,O
despicable,O
with,O
Necrotic,B-CREATURE
Ooze,I-CREATURE
.,O
#,O
46,O
.,O
The,O
Rampant,B-SORCERY
Growths,I-SORCERY
This,O
slot,O
collectively,O
includes,O
Rampant,B-SORCERY
Growth,I-SORCERY
",",O
Into,B-SORCERY
the,I-SORCERY
North,I-SORCERY
",",O
Three,B-SORCERY
Visits,I-SORCERY
",",O
Nature,B-SORCERY
's,I-SORCERY
Lore,I-SORCERY
",",O
Farseek,B-SORCERY
",",O
etc,O
.,O
There,O
’,O
s,O
infinite,O
redundancy,O
across,O
this,O
type,O
of,O
design,O
",",O
giving,O
green,O
decks,O
that,O
want,O
2-mana,O
ramp,O
an,O
abundance,O
of,O
options,O
to,O
choose,O
from,O
.,O
The,O
newest,O
flavor,O
is,O
Shared,B-SORCERY
Roots,I-SORCERY
",",O
which,O
adds,O
lesson,O
synergy,O
for,O
decks,O
that,O
care,O
about,O
it,O
.,O
#,O
45,O
.,O
Duress,B-SORCERY
Duress,B-SORCERY
has,O
been,O
ruining,O
control,O
players,O
’,O
lives,O
since,O
1998,O
and,O
has,O
since,O
been,O
printed,O
in,O
over,O
a,O
dozen,O
additional,O
Standard-rotation,O
MTG,O
sets,O
.,O
This,O
black,O
sorcery,O
is,O
a,O
great,O
Constructed,O
safety-valve,O
to,O
ensure,O
there,O
’,O
s,O
always,O
an,O
answer,O
to,O
the,O
most,O
problematic,O
non-creature,O
spells,O
in,O
any,O
given,O
format,O
.,O
#,O
44,O
.,O
Armageddon,B-SORCERY
Armageddon,B-SORCERY
has,O
its,O
dedicated,O
fans,O
.,O
Just,O
ask,O
Def,O
Leppard,O
.,O
It,O
also,O
has,O
a,O
much,O
more,O
vocal,O
majority,O
of,O
haters,O
who,O
consider,O
mass,O
land,O
destruction,O
a,O
scourge,O
on,O
Magic,O
.,O
Look,O
",",O
mana,O
denial,O
was,O
tantamount,O
to,O
early,O
Magic,O
",",O
and,O
you,O
’,O
re,O
still,O
welcome,O
to,O
“,O
geddon,O
”,O
people,O
out,O
of,O
Vintage,O
Cube,O
to,O
your,O
heart,O
’,O
s,O
content,O
.,O
Yes,O
",",O
Ravages,B-SORCERY
of,I-SORCERY
War,I-SORCERY
.,O
I,O
see,O
you,O
too,O
.,O
#,O
43,O
.,O
Green,B-SORCERY
Sun,I-SORCERY
’,I-SORCERY
s,I-SORCERY
Zenith,I-SORCERY
Green,B-SORCERY
Sun,I-SORCERY
's,I-SORCERY
Zenith,I-SORCERY
",",O
or,O
as,O
I,O
like,O
to,O
call,O
it,O
",",O
Dryad,B-LAND
Arbor,I-LAND
in,O
a,O
trench,O
coat,O
",",O
is,O
a,O
versatile,O
creature,O
tutor,O
that,O
scales,O
with,O
the,O
game,O
at,O
every,O
point,O
on,O
the,O
curve,O
.,O
Cards,O
like,O
Finale,B-SORCERY
of,I-SORCERY
Devastation,I-SORCERY
and,O
Invasion,O
of,O
Ikoria,O
get,O
dubbed,O
“,O
the,O
new,O
Green,O
Sun,O
’,O
s,O
”,O
as,O
a,O
testament,O
to,O
its,O
power,O
.,O
#,O
42,O
.,O
Lórien,B-SORCERY
Revealed,I-SORCERY
Lórien,B-SORCERY
Revealed,I-SORCERY
proved,O
itself,O
very,O
quickly,O
after,O
its,O
release,O
in,O
Lord,O
of,O
the,O
Rings,O
.,O
It,O
’,O
s,O
functionally,O
an,O
Island,B-LAND
that,O
fixes,O
mana,O
",",O
and,O
it,O
fills,O
up,O
the,O
