Token,IOB2
Gearhulk,I-CREATURE
s,O
as,O
their,O
win,O
condition,O
.,O
Even,O
combo,O
decks,O
tend,O
to,O
lean,O
on,O
a,O
subtype,O
of,O
creatures,O
;,O
Legacy,O
decks,O
want,O
to,O
get,O
some,O
of,O
Magic,O
's,O
best,O
battlecruisers,O
like,O
Griselbrand,B-CREATURE
and,O
Emrakul,B-CREATURE
",",I-CREATURE
the,I-CREATURE
Aeons,I-CREATURE
Torn,I-CREATURE
into,O
play,O
instantly,O
",",O
while,O
dredge,O
decks,O
utilize,O
creatures,O
like,O
Golgari,B-CREATURE
Thug,I-CREATURE
and,O
Narcomoeba,B-CREATURE
to,O
win,O
.,O
As,O
a,O
card,O
type,O
with,O
a,O
fundamental,O
impact,O
on,O
how,O
we,O
play,O
the,O
game,O
",",O
there,O
are,O
tons,O
of,O
powerful,O
creatures,O
.,O
Some,O
that,O
were,O
strong,O
at,O
one,O
point,O
have,O
seen,O
their,O
glory,O
days,O
fade,O
.,O
This,O
list,O
focuses,O
on,O
present-day,O
power,O
level,O
",",O
so,O
some,O
classics,O
have,O
fallen,O
by,O
the,O
wayside,O
over,O
time,O
.,O
Honorable,O
Mentions,O
Here,O
I,O
’,O
ll,O
reserve,O
a,O
space,O
for,O
creatures,O
that,O
once,O
belonged,O
on,O
this,O
list,O
",",O
but,O
no,O
longer,O
do,O
.,O
The,O
heavy,O
hitters,O
of,O
yesteryear,O
",",O
if,O
you,O
will,O
.,O
Cards,O
like,O
Delver,B-CREATURE
of,I-CREATURE
Secrets,I-CREATURE
",",O
Tarmogoyf,B-CREATURE
",",O
and,O
Pack,B-CREATURE
Rat,I-CREATURE
shaped,O
their,O
respective,O
metas,O
",",O
but,O
they,O
’,O
re,O
just,O
outclassed,O
in,O
modern,O
Magic,O
.,O
Dark,B-CREATURE
Confidant,I-CREATURE
’,O
s,O
in,O
that,O
conversation,O
too,O
",",O
but,O
has,O
one,O
last,O
chance,O
to,O
shine,O
with,O
a,O
recent,O
Standard,O
printing,O
in,O
Final,O
Fantasy,O
.,O
Consider,O
this,O
respect,O
where,O
respect,O
is,O
due,O
",",O
but,O
these,O
historically,O
powerful,O
cards,O
just,O
aren,O
’,O
t,O
what,O
they,O
were,O
5+,O
years,O
ago,O
.,O
“,O
Delver,O
”,O
decks,O
don,O
’,O
t,O
even,O
play,O
Delver,O
anymore,O
",",O
if,O
that,O
gives,O
you,O
an,O
indication,O
of,O
how,O
things,O
have,O
changed,O
.,O
#,O
49,O
.,O
Yawgmoth,B-CREATURE
",",I-CREATURE
Thran,I-CREATURE
Physician,I-CREATURE
Yawgmoth,B-CREATURE
",",I-CREATURE
Thran,I-CREATURE
Physician,I-CREATURE
is,O
an,O
amazing,O
engine,O
that,O
needs,O
some,O
support,O
.,O
Getting,O
board,O
control,O
",",O
a,O
sacrifice,O
outlet,O
",",O
card,O
draw,O
",",O
and,O
a,O
discard,O
outlet,O
in,O
a,O
single,O
4-mana,O
creature,O
is,O
a,O
lot,O
of,O
valuable,O
text,O
.,O
Thanks,O
to,O
some,O
combos,O
with,O
undying,O
",",O
you,O
can,O
do,O
a,O
lot,O
with,O
the,O
Father,O
of,O
Machines,O
if,O
you,O
don,O
’,O
t,O
mind,O
getting,O
your,O
hands,O
dirty,O
.,O
#,O
48,O
.,O
Baleful,B-CREATURE
Strix,I-CREATURE
I,O
may,O
be,O
a,O
little,O
biased,O
in,O
my,O
love,O
for,O
Baleful,B-CREATURE
Strix,I-CREATURE
but,O
look,O
at,O
this,O
beauty,O
of,O
a,O
card,O
.,O
It,O
screams,O
elegance,O
.,O
A,O
cheap,O
",",O
evasive,O
threat,O
that,O
replaces,O
itself,O
and,O
functions,O
offensively,O
and,O
defensively,O
is,O
strong,O
",",O
but,O
the,O
artifact,O
card,O
type,O
makes,O
this,O
appealing,O
to,O
a,O
broad,O
range,O
of,O
decks,O
.,O
Baleful,B-CREATURE
Strix,I-CREATURE
is,O
never,O
the,O
strongest,O
card,O
in,O
a,O
list,O
",",O
but,O
it,O
’,O
s,O
such,O
a,O
solid,O
role-player,O
and,O
an,O
amazingly,O
designed,O
card,O
.,O
#,O
47,O
.,O
Ketramose,B-CREATURE
",",I-CREATURE
the,I-CREATURE
New,I-CREATURE
Dawn,I-CREATURE
It,O
’,O
s,O
a,O
bit,O
early,O
to,O
be,O
calling,O
Ketramose,O
",",O
the,O
New,O
Dawn,O
an,O
all-timer,O
",",O
but,O
there,O
’,O
s,O
no,O
way,O
it,O
’,O
s,O
getting,O
worse,O
over,O
time,O
.,O
It,O
’,O
s,O
had,O
a,O
great,O
early,O
showing,O
after,O
debuting,O
in,O
Aetherdrift,O
",",O
creating,O
an,O
entirely,O
new,O
archetype,O
in,O
Modern,O
and,O
Commander,O
.,O
“,O
Exile-matters,O
”,O
doesn,O
’,O
t,O
have,O
much,O
support,O
",",O
but,O
this,O
indestructible,O
card,O
draw,O
machine,O
gives,O
it,O
an,O
excellent,O
starting,O
point,O
.,O
#,O
46,O
.,O
Voja,B-CREATURE
",",I-CREATURE
Jaws,I-CREATURE
of,I-CREATURE
the,I-CREATURE
Conclave,I-CREATURE
The,O
hate,O
for,O
ward,O
spread,O
across,O
some,O
communities,O
with,O
Voja,B-CREATURE
",",I-CREATURE
Jaws,I-CREATURE
of,I-CREATURE
the,I-CREATURE
Conclave,I-CREATURE
taking,O
up,O
territory,O
.,O
Elves,O
and,O
wolves,O
are,O
already,O
strong,O
types,O
and,O
so,O
is,O
this,O
creature,O
before,O
ward,O
.,O
In,O
the,O
command,O
zone,O
",",O
Voja,O
is,O
among,O
the,O
strongest,O
Naya,O
commanders,O
",",O
one,O
of,O
the,O
best,O
card,O
draw,O
commanders,O
",",O
and,O
one,O
of,O
Magic,O
's,O
best,O
elf,O
commanders,O
.,O
#,O
45,O
.,O
Hullbreacher,B-CREATURE
If,O
Hullbreacher,B-CREATURE
was,O
one,O
of,O
those,O
incarnation,O
creatures,O
named,O
after,O
an,O
emotion,O
",",O
it,O
’,O
d,O
be,O
called,O
“,O
Misery.,O
”,O
Why,O
they,O
felt,O
the,O
need,O
to,O
create,O
a,O
flash,O
threat,O
that,O
steals,O
opposing,O
draws,O
and,O
converts,O
them,O
into,O
Treasure,B-ARTIFACT
for,O
you,O
is,O
beyond,O
me,O
.,O
It,O
’,O
s,O
similar,O
to,O
Orcish,B-CREATURE
Bowmasters,I-CREATURE
",",O
where,O
someone,O
clearly,O
wanted,O
to,O
push,O
back,O
against,O
rampant,O
card,O
advantage,O
",",O
but,O
overtuned,O
the,O
answer,O
and,O
produced,O
something,O
that,O
needed,O
to,O
be,O
banned,O
from,O
the,O
format,O
it,O
was,O
created,O
for,O
.,O
#,O
44,O
.,O
Prophet,B-CREATURE
of,I-CREATURE
Kruphix,I-CREATURE
Forget,O
about,O
Nyxbloom,B-CREATURE
Ancient,I-CREATURE
",",O
have,O
you,O
ever,O
played,O
with,O
a,O
mana,O
quadrupler,O
?,O
That,O
’,O
s,O
Prophet,B-CREATURE
of,I-CREATURE
Kruphix,I-CREATURE
as,O
it,O
relates,O
to,O
Commander,O
.,O
Seedborn,B-CREATURE
Muse,I-CREATURE
and,O
Vedalken,B-ARTIFACT
Orrery,I-ARTIFACT
in,O
one,O
card,O
is,O
obscene,O
",",O
hence,O
the,O
card,O
being,O
banned,O
in,O
Commander,O
for,O
almost,O
a,O
decade,O
now,O
.,O
Maybe,O
it,O
could,O
come,O
off,O
as,O
a,O
Game,O
Changer,O
",",O
but,O
there,O
’,O
s,O
a,O
lot,O
of,O
apprehension,O
around,O
releasing,O
a,O
card,O
of,O
this,O
power,O
level,O
back,O
into,O
the,O
format,O
.,O
#,O
43,O
.,O
Hermit,B-CREATURE
Druid,I-CREATURE
Hermit,B-CREATURE
Druid,I-CREATURE
is,O
an,O
amazing,O
combo,O
enabler,O
.,O
Paying,O
a,O
single,O
green,O
mana,O
to,O
dump,O
your,O
entire,O
deck,O
into,O
your,O
graveyard,O
(,O
assuming,O
you,O
don,O
’,O
t,O
run,O
basics,O
),O
enables,O
a,O
bunch,O
of,O
busted,O
combos,O
.,O
Even,O
if,O
played,O
fairly,O
",",O
Hermit,B-CREATURE
Druid,I-CREATURE
fills,O
your,O
graveyard,O
like,O
nobody,O
's,O
business,O
.,O
#,O
42,O
.,O
Displacer,B-CREATURE
Kitten,I-CREATURE
Displacer,B-CREATURE
Kitten,I-CREATURE
is,O
an,O
odd-ball,O
because,O
it,O
was,O
printed,O
during,O
the,O
era,O
of,O
“,O
this,O
ability,O
triggers,O
only,O
once,O
per,O
turn,O
”,O
effects,O
",",O
and,O
yet,O
that,O
text,O
isn,O
’,O
t,O
present,O
on,O
such,O
an,O
obviously,O
broken,O
ability,O
.,O
It,O
’,O
s,O
almost,O
like,O
WotC,O
wanted,O
the,O
blink,O
kitty,O
to,O
create,O
infinite,O
loops,O
",",O
and,O
the,O
only,O
check,O
on,O
such,O
an,O
absurd,O
ability,O
was,O
an,O
underwhelming,O
statline,O
.,O
#,O
41,O
.,O
Roaming,B-CREATURE
Throne,I-CREATURE
Players,O
value,O
versatility,O
",",O
and,O
you,O
would,O
n't,O
be,O
the,O
first,O
to,O
want,O
multiple,O
Roaming,B-CREATURE
Throne,I-CREATURE
s,O
for,O
your,O
decks,O
.,O
Golems,B-CREATURE
are,O
fun,O
",",O
and,O
adapting,O
to,O
any,O
creature,O
type,O
you,O
need,O
is,O
practically,O
Panharmonicon,B-ARTIFACT
on,O
legs,O
.,O
I,O
ca,O
n't,O
help,O
but,O
imagine,O
a,O
red,O
targeting,O
laser,O
coming,O
from,O
its,O
head,O
like,O
a,O
Breath,O
of,O
the,O
Wild,O
guardian,O
.,O
#,O
40,O
.,O
Dragon,B-CREATURE
’,I-CREATURE
s,I-CREATURE
Rage,I-CREATURE
Channeler,I-CREATURE
How,O
much,O
value,O
can,O
you,O
get,O
for,O
1,O
red,O
?,O
WotC,O
has,O
been,O
pushing,O
that,O
answer,O
for,O
a,O
few,O
years,O
",",O
and,O
Dragon,B-CREATURE
's,I-CREATURE
Rage,I-CREATURE
Channeler,I-CREATURE
is,O
one,O
example,O
.,O
This,O
1-mana,O
surveil,O
card,O
that,O
becomes,O
a,O
3-Mar,O
with,O
a,O
bit,O
of,O
effort,O
that,O
gives,O
you,O
a,O
lot,O
of,O
card,O
selection,O
has,O
become,O
a,O
staple,O
in,O
Izzet,O
tempo,O
decks,O
.,O
It,O
takes,O
a,O
little,O
work,O
–,O
you,O
need,O
a,O
high,O
concentration,O
of,O
noncreature,O
spells,O
and,O
the,O
ability,O
to,O
get,O
delirium,O
",",O
but,O
the,O
payoff,O
is,O
worth,O
the,O
price,O
.,O
#,O
39,O
.,O
Omnath,B-CREATURE
",",I-CREATURE
Locus,I-CREATURE
of,I-CREATURE
Creation,I-CREATURE
Landfall,O
is,O
arguably,O
one,O
of,O
the,O
strongest,O
mechanics,O
because,O
it,O
magnifies,O
the,O
basic,O
game,O
action,O
of,O
playing,O
lands,O
.,O
Omnath,B-CREATURE
",",I-CREATURE
Locus,I-CREATURE
of,I-CREATURE
Creation,I-CREATURE
is,O
one,O
of,O
the,O
strongest,O
landfall,O
cards,O
",",O
to,O
the,O
point,O
many,O
decks,O
have,O
been,O
built,O
around,O
it,O
and,O
it,O
was,O
deemed,O
too,O
powerful,O
in,O
several,O
formats,O
.,O
It,O
’,O
s,O
a,O
one-card,O
value,O
engine,O
that,O
replaces,O
itself,O
and,O
rewards,O
you,O
handsomely,O
for,O
taking,O
basic,O
game,O
actions,O
",",O
which,O
is,O
kinda,O
busted,O
.,O
#,O
38,O
.,O
Primeval,B-CREATURE
Titan,I-CREATURE
The,O
Titan,O
cycle,O
printed,O
in,O
M11,O
are,O
all,O
powerful,O
and,O
iconic,O
Magic,O
creatures,O
",",O
but,O
Primeval,B-CREATURE
Titan,I-CREATURE
has,O
stood,O
the,O
test,O
of,O
time,O
the,O
best,O
.,O
Getting,O
any,O
two,O
lands,O
like,O
Field,B-LAND
of,I-LAND
the,I-LAND
Dead,I-LAND
or,O
Valakut,B-LAND
",",I-LAND
the,I-LAND
Molten,I-LAND
Pinnacle,I-LAND
enables,O
powerful,O
strategies,O
.,O
It,O
’,O
s,O
so,O
powerful,O
that,O
Amulet,O
Titan,O
exists,O
to,O
maximize,O
the,O
power,O
of,O
the,O
Titan,O
.,O
#,O
37,O
.,O
Shardless,B-CREATURE
Agent,I-CREATURE
Shardless,B-CREATURE
Agent,I-CREATURE
was,O
always,O
a,O
good,O
value,O
engine,O
",",O
but,O
it,O
peaked,O
once,O
introduced,O
to,O
Modern,O
via,O
Modern,O
Horizons,O
2,O
.,O
It,O
’,O
s,O
the,O
backbone,O
of,O
various,O
cascade,O
decks,O
",",O
most,O
notably,O
ones,O
leveraging,O
either,O
Crashing,B-SORCERY
Footfalls,I-SORCERY
or,O
Living,B-SORCERY
End,I-SORCERY
.,O
Some,O
Legacy,O
decks,O
even,O
lean,O
on,O
this,O
for,O
Rhinos,O
.,O
#,O
36,O
.,O
Questing,B-CREATURE
Beast,I-CREATURE
Playing,O
Standard,O
with,O
this,O
Arthurian,O
legend,O
was,O
certainly,O
an,O
experience,O
.,O
Questing,B-CREATURE
Beast,I-CREATURE
is,O
a,O
prime,O
example,O
of,O
what,O
happens,O
when,O
you,O
try,O
to,O
“,O
answer,O
”,O
cards,O
like,O
Field,B-LAND
of,I-LAND
the,I-LAND
Dead,I-LAND
and,O
Oko,B-PLANESWALKER
",",I-PLANESWALKER
Thief,I-PLANESWALKER
of,I-PLANESWALKER
Crowns,I-PLANESWALKER
by,O
pushing,O
an,O
opposing,O
threat,O
:,O
You,O
get,O
a,O
massively,O
powerful,O
creature,O
with,O
more,O
lines,O
of,O
text,O
than,O
even,O
the,O
greatest,O
Magic,O
scholars,O
remember,O
.,O
#,O
35,O
.,O
Esper,B-CREATURE
Sentinel,I-CREATURE
Esper,B-CREATURE
Sentinel,I-CREATURE
did,O
what,O
no,O
card,O
before,O
it,O
could,O
do,O
by,O
giving,O
good,O
",",O
clean,O
card,O
draw,O
to,O
white,O
.,O
No,O
more,O
Mentor,B-CREATURE
of,I-CREATURE
the,I-CREATURE
Meek,I-CREATURE
nonsense,O
",",O
this,O
Modern,O
Horizons,O
2,O
card,O
almost,O
single-handedly,O
bridged,O
the,O
gap,O
between,O
old,O
white,O
decks,O
and,O
new,O
white,O
decks,O
",",O
allowing,O
them,O
to,O
compete,O
in,O
an,O
age,O
of,O
Magic,O
defined,O
by,O
mana,O
production,O
and,O
card,O
advantage,O
.,O
#,O
34,O
.,O
Delighted,B-CREATURE
Halfling,I-CREATURE
Delighted,B-CREATURE
Halfling,I-CREATURE
is,O
one,O
of,O
the,O
best,O
mana,O
dorks,O
",",O
being,O
able,O
to,O
generate,O
mana,O
of,O
any,O
color,O
to,O
cast,O
a,O
legendary,O
spell,O
.,O
This,O
makes,O
the,O
card,O
playable,O
in,O
multiple,O
Magic,O
formats,O
",",O
seeing,O
as,O
casting,O
good,O
3-,O
and,O
4-mana,O
legendary,O
creatures,O
on,O
curve,O
is,O
relevant,O
in,O
many,O
scenarios,O
.,O
Plus,O
",",O
the,O
spell,O
can,O
’,O
t,O
be,O
countered,O
as,O
a,O
good,O
side,O
effect,O
.,O
#,O
33,O
.,O
Arclight,B-CREATURE
Phoenix,I-CREATURE
Arclight,B-CREATURE
Phoenix,I-CREATURE
is,O
a,O
creature,O
that,O
sees,O
play,O
in,O
almost,O
all,O
non-singleton,O
formats,O
as,O
one,O
of,O
the,O
best,O
win,O
conditions,O
for,O
red,O
decks,O
",",O
as,O
long,O
as,O
the,O
graveyard,O
isn,O
’,O
t,O
targeted,O
as,O
a,O
metagame,O
call,O
.,O
Playing,O
three,O
spells,O
per,O
turn,O
and/or,O
milling,O
yourself,O
is,O
easier,O
in,O
older,O
formats,O
that,O
have,O
access,O
to,O
cantrips,O
like,O
Careful,B-SORCERY
Study,I-SORCERY
and,O
Mental,B-INSTANT
Note,I-INSTANT
.,O
The,O
turn,O
when,O
you,O
get,O
to,O
pull,O
two,O
or,O
more,O
phoenixes,O
from,O
your,O
graveyard,O
into,O
the,O
battlefield,O
attacking,O
is,O
usually,O
backbreaking,O
.,O
#,O
32,O
.,O
Golgari,B-CREATURE
Grave-Troll,I-CREATURE
Broken,O
strategies,O
often,O
begin,O
in,O
the,O
graveyard,O
.,O
To,O
exploit,O
those,O
strategies,O
",",O
you,O
need,O
to,O
fill,O
your,O
graveyard,O
",",O
and,O
Golgari,B-CREATURE
Grave-Troll,I-CREATURE
is,O
one,O
of,O
the,O
best,O
ways,O
to,O
do,O
so,O
.,O
A,O
card,O
that,O
proved,O
too,O
strong,O
for,O
Modern,O
several,O
times,O
",",O
it,O
’,O
s,O
the,O
backbone,O
of,O
Dredge,O
decks,O
in,O
Legacy,O
and,O
Vintage,O
",",O
despite,O
being,O
restricted,O
in,O
the,O
latter,O
.,O
It,O
turns,O
out,O
that,O
replacing,O
your,O
draw,O
step,O
with,O
a,O
virtual,O
draw,O
six,O
is,O
pretty,O
busted,O
.,O
#,O
31,O
.,O
Dockside,B-CREATURE
Extortionist,I-CREATURE
Dockside,B-CREATURE
Extortionist,I-CREATURE
’,O
s,O
relevance,O
was,O
once,O
constrained,O
to,O
Commander,O
",",O
but,O
what,O
an,O
EDH,O
card,O
this,O
was,O
before,O
it,O
got,O
banned,O
.,O
It,O
was,O
the,O
centerpiece,O
of,O
many,O
infinite,O
mana,O
combos,O
",",O
utilizing,O
other,O
cards,O
like,O
Temur,B-CREATURE
Sabertooth,I-CREATURE
",",O
Barrin,B-CREATURE
",",I-CREATURE
Master,I-CREATURE
Wizard,I-CREATURE
",",O
and,O
Cloudstone,B-ARTIFACT
Curio,I-ARTIFACT
.,O
Even,O
if,O
it,O
doesn,O
’,O
t,O
go,O
infinite,O
",",O
it,O
’,O
s,O
the,O
best,O
red,O
ritual,O
",",O
often,O
netting,O
a,O
ton,O
of,O
mana,O
that,O
fixes,O
and,O
can,O
be,O
saved,O
for,O
later,O
turns,O
.,O
#,O
30,O
.,O
Yorion,B-CREATURE
",",I-CREATURE
Sky,I-CREATURE
Nomad,I-CREATURE
The,O
companion,O
mechanic,O
certainly,O
was,O
an,O
interesting,O
design,O
choice,O
.,O
Yorion,B-CREATURE
",",I-CREATURE
Sky,I-CREATURE
Nomad,I-CREATURE
has,O
always,O
fascinated,O
me,O
for,O
its,O
power,O
.,O
Adding,O
20,O
cards,O
to,O
your,O
deck,O
seems,O
like,O
a,O
massive,O
drawback,O
that,O
would,O
hamper,O
the,O
consistency,O
of,O
your,O
deck,O
–,O
yet,O
Yorion,O
got,O
the,O
ban,O
hammer,O
in,O
several,O
formats,O
",",O
and,O
some,O
Modern,O
decks,O
still,O
tinker,O
around,O
with,O
80,O
cards,O
",",O
even,O
without,O
the,O
extra,O
creature,O
in,O
their,O
sideboard,O
.,O
#,O
29,O
.,O
Griselbrand,B-CREATURE
If,O
you,O
’,O
ve,O
played,O
Legacy,O
",",O
you,O
’,O
ve,O
encountered,O
Griselbrand,B-CREATURE
",",O
potentially,O
the,O
strongest,O
demon,O
in,O
Magic,O
and,O
one,O
of,O
the,O
best,O
card-draw,O
effects,O
in,O
black,O
.,O
It,O
pops,O
up,O
in,O
Modern,O
from,O
time,O
to,O
time,O
alongside,O
Goryo,B-INSTANT
's,I-INSTANT
Vengeance,I-INSTANT
",",O
but,O
its,O
primary,O
home,O
is,O
in,O
Legacy,O
",",O
with,O
decks,O
like,O
Sneak,O
and,O
Show,O
and,O
Reanimator,O
abound,O
.,O
When,O
you,O
’,O
re,O
cheating,O
something,O
into,O
play,O
",",O
it,O
’,O
s,O
hard,O
to,O
do,O
much,O
better,O
than,O
the,O
terror,O
of,O
Avacyn,O
Restored,O
.,O
Unfortunately,O
its,O
title,O
of,O
the,O
best,O
reanimation,O
target,O
of,O
all,O
time,O
has,O
fallen,O
off,O
over,O
time,O
.,O
#,O
28,O
.,O
Walking,B-CREATURE
Ballista,I-CREATURE
Walking,B-CREATURE
Ballista,I-CREATURE
is,O
kind,O
of,O
busted,O
.,O
It,O
’,O
s,O
a,O
fantastic,O
combo,O
engine,O
",",O
often,O
seen,O
alongside,O
Heliod,B-CREATURE
",",I-CREATURE
Sun-Crowned,I-CREATURE
for,O
a,O
lethal,O
combination,O
that,O
’,O
s,O
banned,O
in,O
some,O
formats,O
.,O
It,O
serves,O
as,O
an,O
infinite,O
mana,O
outlet,O
",",O
acting,O
as,O
the,O
payoff,O
for,O
other,O
combos,O
.,O
Even,O
as,O
a,O
fair,O
play,O
",",O
it,O
’,O
s,O
incredibly,O
powerful,O
",",O
becoming,O
a,O
threat,O
that,O
kills,O
off,O
opposing,O
creatures,O
or,O
sends,O
lethal,O
damage,O
to,O
your,O
opponent,O
’,O
s,O
face,O
.,O
#,O
27,O
.,O
Endurance,B-CREATURE
Modern,O
Horizon,O
2,O
’,O
s,O
cycle,O
of,O
evoke,O
elementals,O
has,O
redefined,O
Modern,O
and,O
much,O
of,O
Magic,O
",",O
for,O
better,O
or,O
worse,O
.,O
Endurance,B-CREATURE
is,O
one,O
of,O
these,O
.,O
A,O
free,O
",",O
instant-speed,O
way,O
to,O
remove,O
your,O
opponent,O
’,O
s,O
graveyard,O
is,O
incredible,O
",",O
especially,O
since,O
so,O
many,O
broken,O
strategies,O
begin,O
in,O
the,O
graveyard,O
.,O
A,O
3-Apr,O
flash,O
with,O
reach,O
is,O
also,O
a,O
fine,O
Ambush,B-CREATURE
Viper,I-CREATURE
that,O
applies,O
a,O
bit,O
of,O
pressure,O
.,O
#,O
26,O
.,O
Atraxa,B-CREATURE
",",I-CREATURE
Grand,I-CREATURE
Unifier,I-CREATURE
Atraxa,B-CREATURE
",",I-CREATURE
Grand,I-CREATURE
Unifier,I-CREATURE
is,O
topping,O
off,O
Standard,O
ramp,O
decks,O
",",O
but,O
its,O
impact,O
extends,O
well,O
beyond,O
Magic,O
’,O
s,O
smallest,O
format,O
.,O
Decks,O
in,O
all,O
sorts,O
of,O
formats,O
with,O
the,O
means,O
to,O
cheat,O
Magic,O
's,O
most,O
powerful,O
angel,O
into,O
play,O
can,O
casually,O
draw,O
a,O
fresh,O
hand,O
.,O
Phyrexia,O
's,O
mascot,O
is,O
n't,O
the,O
most,O
popular,O
creature,O
to,O
cheat,O
into,O
play,O
",",O
but,O
it,O
’,O
s,O
certainly,O
relevant,O
",",O
and,O
it,O
's,O
among,O
the,O
best,O
4-color,O
commanders,O
in,O
the,O
game,O
.,O
#,O
25,O
.,O
Psychic,B-CREATURE
Frog,I-CREATURE
Psychic,B-CREATURE
Frog,I-CREATURE
is,O
heavily,O
inspired,O
by,O
a,O
great,O
creature,O
from,O
MTG,O
’,O
s,O
past,O
:,O
Psychatog,B-CREATURE
.,O
While,O
it,O
doesn,O
’,O
t,O
have,O
the,O
same,O
explosive,O
potential,O
",",O
just,O
getting,O
a,O
card,O
back,O
when,O
it,O
deals,O
combat,O
damage,O
to,O
a,O
player,O
or,O
planeswalker,O
means,O
that,O
this,O
card,O
is,O
stronger,O
in,O
the,O
late,O
game,O
.,O
The,O
frog,O
can,O
create,O
a,O
vicious,O
cycle,O
where,O
it,O
's,O
drawing,O
into,O
more,O
fodder,O
for,O
its,O
own,O
abilities,O
",",O
all,O
while,O
becoming,O
an,O
increasingly,O
large,O
threat,O
.,O
#,O
24,O
.,O
Devoted,B-CREATURE
Druid,I-CREATURE
Devoted,B-CREATURE
Druid,I-CREATURE
may,O
appear,O
to,O
be,O
a,O
humble,O
mana,O
dork,O
",",O
but,O
this,O
little,O
creature,O
is,O
a,O
combo,O
machine,O
.,O
There,O
are,O
tons,O
of,O
ways,O
to,O
use,O
it,O
to,O
make,O
infinite,O
mana,O
",",O
with,O
Vizier,B-CREATURE
of,I-CREATURE
Remedies,I-CREATURE
",",O
Swift,B-ENCHANTMENT
Reconfiguration,I-ENCHANTMENT
",",O
and,O
Solemnity,B-ENCHANTMENT
coming,O
to,O
mind,O
.,O
It,O
’,O
s,O
part,O
of,O
so,O
many,O
cheap,O
",",O
2-card,O
infinites,O
that,O
it,O
deserves,O
respect,O
–,O
but,O
a,O
2-mana,O
dork,O
that,O
jumps,O
you,O
to,O
5,O
mana,O
on,O
turn,O
3,O
is,O
a,O
fine,O
floor,O
too,O
.,O
#,O
23,O
.,O
Sheoldred,B-CREATURE
",",I-CREATURE
the,I-CREATURE
Apocalypse,I-CREATURE
The,O
black,O
creature,O
with,O
stats,O
like,O
a,O
green,O
monster,O
",",O
Sheoldred,B-CREATURE
",",I-CREATURE
the,I-CREATURE
Apocalypse,I-CREATURE
reigned,O
over,O
Standard,O
with,O
a,O
few,O
cameos,O
in,O
Pioneer,O
midrange,O
decks,O
;,O
it,O
's,O
also,O
a,O
very,O
popular,O
commander,O
",",O
and,O
an,O
excellent,O
wheel,O
commander,O
in,O
particular,O
.,O
Being,O
a,O
4-May,O
for,O
4,O
helps,O
here,O
;,O
Sheoldred,O
dies,O
to,O
removal,O
",",O
but,O
it,O
’,O
s,O
nearly,O
impossible,O
to,O
attack,O
into,O
without,O
it,O
.,O
The,O
life,O
drain,O
abilities,O
seal,O
the,O
deal,O
",",O
turning,O
Sheoldred,O
into,O
a,O
clock,O
even,O
if,O
it,O
must,O
remain,O
defensive,O
.,O
#,O
22,O
.,O
Thalia,B-CREATURE
",",I-CREATURE
Guardian,I-CREATURE
of,I-CREATURE
Thraben,I-CREATURE
The,O
taxes,O
portion,O
of,O
Death,O
&,O
Taxes,O
lists,O
",",O
Thalia,B-CREATURE
",",I-CREATURE
Guardian,I-CREATURE
of,I-CREATURE
