Token,IOB2
Putrid,B-CREATURE
Goblin,I-CREATURE
Results,O
:,O
Infinite,O
ETBs,O
and,O
death,O
triggers,O
",",O
infinitely,O
large,O
lifelinker,O
.,O

Prerequisites,O
:,O
Gorma,O
needs,O
to,O
be,O
in,O
play,O
",",O
and,O
your,O
persist,O
creature,O
can,O
’,O
t,O
have,O
a,O
1,O
counter,O
on,O
it,O
.,O

You,O
’,O
ll,O
also,O
need,O
a,O
sac,O
outlet,O
",",O
ideally,O
a,O
free,O
one,O
that,O
doesn,O
’,O
t,O
use,O
mana,O
.,O

Variations,O
:,O
You,O
can,O
replace,O
Gorma,O
with,O
any,O
creature,O
that,O
puts,O
1,O
counters,O
on,O
creatures,O
when,O
they,O
enter,O
.,O

Putrid,B-CREATURE
Goblin,I-CREATURE
can,O
be,O
any,O
creature,O
with,O
persist,O
instead,O
.,O

Execution,O
:,O
#,O
14,O
.,O

The,O
Greatest,O
of,O
Henges,O
Cards,O
:,O
Slumbering,B-CREATURE
Trudge,I-CREATURE
+,O
The,B-ARTIFACT
Great,I-ARTIFACT
Henge,I-ARTIFACT
Results,O
:,O
Cast,O
The,B-ARTIFACT
Great,I-ARTIFACT
Henge,I-ARTIFACT
on,O
turn,O
2,O
.,O

Prerequisites,O
:,O
You,O
must,O
have,O
cast,O
Slumbering,B-CREATURE
Trudge,I-CREATURE
on,O
turn,O
1,O
.,O

The,O
X,O
value,O
doesn,O
’,O
t,O
matter,O
.,O

You,O
’,O
ll,O
need,O
on,O
turn,O
2,O
to,O
cast,O
Henge,O
.,O

Variations,O
:,O
The,B-ARTIFACT
Skullspore,I-ARTIFACT
Nexus,I-ARTIFACT
is,O
another,O
powerful,O
artifact,O
with,O
the,O
same,O
cost,O
reduction,O
as,O
The,B-ARTIFACT
Great,I-ARTIFACT
Henge,I-ARTIFACT
.,O

Execution,O
:,O
#,O
13,O
.,O

Dragon,O
in,O
a,O
Library,O
Cards,O
:,O
Lorehold,B-CREATURE
",",I-CREATURE
the,I-CREATURE
Historian,I-CREATURE
+,O
Library,B-ARTIFACT
of,I-ARTIFACT
Leng,I-ARTIFACT
Results,O
:,O
Manipulate,O
the,O
top,O
card,O
of,O
your,O
library,O
to,O
set,O
up,O
Lorehold,O
’,O
s,O
miracle,O
effect,O
.,O

Prerequisites,O
:,O
Both,O
permanents,O
in,O
play,O
",",O
and,O
presumably,O
a,O
couple,O
powerful,O
instants,O
and,O
sorceries,O
you,O
’,O
d,O
like,O
to,O
cast,O
for,O
cheap,O
.,O

Variations,O
:,O
Penance,B-ENCHANTMENT
and,O
Hidden,B-ENCHANTMENT
Retreat,I-ENCHANTMENT
are,O
additional,O
ways,O
to,O
put,O
cards,O
from,O
your,O
hand,O
directly,O
on,O
top,O
of,O
your,O
library,O
.,O

Execution,O
:,O
#,O
12,O
.,O

Math,O
Is,O
for,O
Losers,O
Cards,O
:,O
Zevlor,B-CREATURE
",",I-CREATURE
Elturel,I-CREATURE
Exile,I-CREATURE
+,O
Mathemagics,B-SORCERY
Results,O
:,O
Each,O
opponent,O
draws,O
their,O
library,O
and,O
loses,O
.,O

Prerequisites,O
:,O
Zevlor,O
in,O
play,O
and,O
able,O
to,O
tap,O
without,O
summoning,O
sickness,O
",",O
plus,O
18,O
mana,O
total,O
(,O
no,O
big,O
deal,O
),O
",",O
two,O
of,O
which,O
must,O
be,O
.,O

Variations,O
:,O
This,O
technically,O
works,O
with,O
Blue,B-INSTANT
Sun,I-INSTANT
's,I-INSTANT
Zenith,I-INSTANT
instead,O
of,O
Mathemagics,B-SORCERY
",",O
but,O
you,O
likely,O
need,O
infinite,O
mana,O
to,O
make,O
it,O
function,O
.,O

Execution,O
:,O
#,O
11,O
.,O

Incremental,O
Wins,O
Cards,O
:,O
Pensive,B-CREATURE
Professor,I-CREATURE
+,O
Wizard,B-ENCHANTMENT
Class,I-ENCHANTMENT
Results,O
:,O
Infinite,O
card,O
draw,O
",",O
infinitely,O
large,O
Professor,O
.,O

Prerequisites,O
:,O
Both,O
permanents,O
in,O
play,O
",",O
Wizard,O
Class,O
on,O
level,O
3,O
",",O
and,O
a,O
way,O
to,O
either,O
draw,O
a,O
card,O
or,O
put,O
a,O
1,O
counter,O
on,O
Pensive,B-CREATURE
Professor,I-CREATURE
.,O

It,O
also,O
helps,O
to,O
have,O
at,O
least,O
one,O
other,O
creature,O
since,O
neither,O
trigger,O
is,O
a,O
“,O
may,O
”,O
ability,O
",",O
and,O
you,O
’,O
ll,O
deck,O
out,O
if,O
you,O
can,O
’,O
t,O
stop,O
the,O
combo,O
.,O

Variations,O
:,O
Anything,O
that,O
draws,O
when,O
you,O
put,O
a,O
counter,O
on,O
it,O
can,O
replace,O
the,O
Professor,O
(,O
Fathom,B-CREATURE
Mage,I-CREATURE
),O
.,O

Anything,O
that,O
places,O
1,O
counters,O
on,O
a,O
creature,O
when,O
you,O
draw,O
can,O
replace,O
Wizard,O
Class,O
(,O
Lyla,B-CREATURE
",",I-CREATURE
Holographic,I-CREATURE
Assistant,I-CREATURE
),O
.,O

Execution,O
:,O
#,O
10,O
.,O

Unfinished,O
",",O
but,O
Free,O
Cards,O
:,O
Sanar,B-CREATURE
",",I-CREATURE
Unfinished,I-CREATURE
Genius,I-CREATURE
+,O
Freed,B-ENCHANTMENT
from,I-ENCHANTMENT
the,I-ENCHANTMENT
Real,I-ENCHANTMENT
Results,O
:,O
Infinite,O
artifactfall,O
and,O
artifact,O
sacrifices,O
.,O

Prerequisites,O
:,O
Sanar,O
in,O
play,O
without,O
summoning,O
sickness,O
.,O

Freed,B-ENCHANTMENT
from,I-ENCHANTMENT
the,I-ENCHANTMENT
Real,I-ENCHANTMENT
is,O
in,O
your,O
hand,O
.,O

You,O
’,O
ll,O
also,O
need,O
to,O
cast,O
any,O
instant,O
or,O
sorcery,O
to,O
allow,O
Sanar,O
to,O
tap,O
",",O
and,O
you,O
need,O
some,O
sort,O
of,O
artifact,O
payoff,O
to,O
make,O
the,O
chain,O
do,O
anything,O
.,O

Variations,O
:,O
Freed,B-ENCHANTMENT
from,I-ENCHANTMENT
the,I-ENCHANTMENT
Real,I-ENCHANTMENT
can,O
infinitely,O
untap,O
any,O
creature,O
that,O
can,O
produce,O
by,O
tapping,O
.,O

If,O
the,O
enchanted,O
creature,O
can,O
tap,O
for,O
any,O
additional,O
mana,O
",",O
you,O
can,O
produce,O
infinite,O
mana,O
as,O
well,O
.,O

Xorn,B-CREATURE
and,O
Goldspan,B-CREATURE
Dragon,I-CREATURE
can,O
also,O
produce,O
infinite,O
mana,O
with,O
the,O
Sanar,O
set-up,O
.,O

Execution,O
:,O
#,O
9,O
.,O

A,O
Pox,B-SORCERY
Upon,O
Your,O
Standard,O
Cards,O
:,O
Pox,B-SORCERY
Plague,I-SORCERY
+,O
Bloodletter,B-CREATURE
of,I-CREATURE
Aclazotz,I-CREATURE
Results,O
:,O
Opponents,O
with,O
an,O
even,O
life,O
total,O
lose,O
the,O
game,O
",",O
opponents,O
with,O
an,O
odd,O
life,O
total,O
go,O
to,O
1,O
life,O
.,O

Prerequisites,O
:,O
Bloodletter,O
in,O
play,O
and,O
to,O
cast,O
Pox,B-SORCERY
Plague,I-SORCERY
.,O

Variations,O
:,O
Cards,O
that,O
double,O
life,O
loss,O
can,O
replace,O
Bloodletter,O
(,O
Wound,B-ENCHANTMENT
Reflection,I-ENCHANTMENT
",",O
Warlock,B-ENCHANTMENT
Class,I-ENCHANTMENT
),O
.,O

Cards,O
that,O
make,O
opponents,O
lose,O
half,O
their,O
life,O
can,O
replace,O
Pox,B-SORCERY
(,O
Rush,B-SORCERY
of,I-SORCERY
Dread,I-SORCERY
",",O
Unstoppable,B-CREATURE
Slasher,I-CREATURE
),O
.,O

Execution,O
:,O
#,O
8,O
.,O

Oh,O
Wow,O
",",O
We,O
Broke,O
Displacer,B-CREATURE
Kitten,I-CREATURE
Cards,O
:,O
Blazing,B-CREATURE
Firesinger,I-CREATURE
+,O
Displacer,B-CREATURE
Kitten,I-CREATURE
Results,O
:,O
Infinite,O
red,O
mana,O
",",O
infinite,O
spell,O
casts,O
",",O
infinite,O
ETBs,O
and,O
creatures,O
leaving,O
play,O
.,O

Prerequisites,O
:,O
Both,O
permanents,O
in,O
play,O
and,O
Blazing,B-CREATURE
Firesinger,I-CREATURE
still,O
prepared,O
",",O
with,O
the,O
mana,O
to,O
cast,O
the,O
prepared,O
Seething,B-INSTANT
Song,I-INSTANT
.,O

Variations,O
:,O
Goblin,B-CREATURE
Glasswright,I-CREATURE
is,O
another,O
prepared,O
creature,O
that,O
can,O
create,O
an,O
infinite,O
combo,O
with,O
Displacer,B-CREATURE
Kitten,I-CREATURE
",",O
though,O
it,O
doesn,O
’,O
t,O
produce,O
infinite,O
mana,O
.,O

Execution,O
:,O
#,O
7,O
.,O

Magnum,O
Opus,O
Cards,O
:,O
Molten-Core,B-CREATURE
Maestro,I-CREATURE
+,O
Searing,B-INSTANT
Touch,I-INSTANT
Results,O
:,O
Infinite,O
instants,O
cast,O
",",O
infinite,O
1,O
counters,O
on,O
Maestro,O
",",O
infinite,O
mana,O
",",O
and,O
infinite,O
damage,O
",",O
1,O
point,O
at,O
a,O
time,O
.,O

Prerequisites,O
:,O
Maestro,O
needs,O
at,O
least,O
4,O
power,O
to,O
start,O
the,O
loop,O
",",O
and,O
you,O
need,O
to,O
cast,O
Searing,B-INSTANT
Touch,I-INSTANT
the,O
first,O
time,O
.,O

Variations,O
:,O
Fanning,B-SORCERY
the,I-SORCERY
Flames,I-SORCERY
has,O
the,O
same,O
end,O
result,O
as,O
Searing,O
Touch,O
",",O
and,O
you,O
can,O
cast,O
Reiterate,B-INSTANT
infinitely,O
as,O
well,O
.,O

Execution,O
:,O
#,O
6,O
.,O

Emeritus,O
of,O
Extra,O
Turns,O
Cards,O
:,O
Emeritus,B-CREATURE
of,I-CREATURE
Abundance,I-CREATURE
+,O
Time,B-SORCERY
Warp,I-SORCERY
Results,O
:,O
Functionally,O
infinite,O
turns,O
.,O

Prerequisites,O
:,O
Eight,O
or,O
more,O
lands,O
in,O
play,O
",",O
Emeritus,O
able,O
to,O
attack,O
without,O
dying,O
in,O
combat,O
.,O

Variations,O
:,O
Any,O
extra,O
turn,O
spell,O
that,O
goes,O
to,O
the,O
graveyard,O
on,O
resolution,O
can,O
sub,O
in,O
for,O
Time,B-SORCERY
Warp,I-SORCERY
.,O

Eternal,B-CREATURE
Witness,I-CREATURE
can,O
also,O
recur,O
the,O
extra,O
turn,O
spell,O
",",O
but,O
you,O
’,O
ll,O
need,O
an,O
additional,O
way,O
to,O
blink,O
it,O
every,O
turn,O
like,O
Soulherder,B-CREATURE
.,O

Execution,O
:,O
#,O
5,O
.,O

Planar,O
Harmonizing,O
Cards,O
:,O
Planar,B-SORCERY
Engineering,I-SORCERY
+,O
Mightform,B-CREATURE
Harmonizer,I-CREATURE
Results,O
:,O
Four,O
landfall,O
triggers,O
",",O
minimum,O
64-power,O
creature,O
for,O
a,O
turn,O
.,O

Prerequisites,O
:,O
Mightform,B-CREATURE
Harmonizer,I-CREATURE
able,O
to,O
attack,O
",",O
and,O
mana,O
to,O
cast,O
Planar,B-SORCERY
Engineering,I-SORCERY
.,O

At,O
least,O
four,O
basic,O
lands,O
remaining,O
in,O
your,O
library,O
to,O
search,O
for,O
.,O

Variations,O
:,O
Tifa,B-CREATURE
Lockhart,I-CREATURE
and,O
Mossborn,B-CREATURE
Hydra,I-CREATURE
are,O
comparable,O
cards,O
that,O
double,O
power,O
when,O
a,O
land,O
enters,O
",",O
though,O
they,O
’,O
ll,O
likely,O
need,O
an,O
extra,O
power,O
boost,O
to,O
make,O
this,O
lethal,O
.,O

Mightform,B-CREATURE
Harmonizer,I-CREATURE
also,O
doesn,O
’,O
t,O
have,O
to,O
be,O
the,O
creature,O
you,O
target,O
with,O
its,O
ability,O
",",O
so,O
any,O
other,O
large,O
creature,O
works,O
as,O
long,O
as,O
it,O
can,O
attack,O
.,O

You,O
can,O
also,O
replace,O
Planar,B-SORCERY
Engineering,I-SORCERY
with,O
anything,O
that,O
puts,O
a,O
bunch,O
of,O
lands,O
into,O
play,O
at,O
once,O
.,O

Execution,O
:,O
#,O
4,O
.,O

Berta,B-CREATURE
",",I-CREATURE
the,I-CREATURE
Intruder,I-CREATURE
Cards,O
:,O
Berta,B-CREATURE
",",I-CREATURE
Wise,I-CREATURE
Extrapolator,I-CREATURE
+,O
Intruder,B-ENCHANTMENT
Alarm,I-ENCHANTMENT
Results,O
:,O
Infinite,O
creature,O
token,O
generation,O
",",O
infinite,O
creature,O
untaps,O
",",O
infinite,O
ETBs,O
and,O
death,O
triggers,O
.,O

Prerequisites,O
:,O
Intruder,B-ENCHANTMENT
Alarm,I-ENCHANTMENT
in,O
play,O
",",O
Berta,O
in,O
play,O
without,O
summoning,O
sickness,O
.,O

Variations,O
:,O
Intruder,B-ENCHANTMENT
Alarm,I-ENCHANTMENT
has,O
an,O
endless,O
number,O
of,O
combos,O
involving,O
creatures,O
that,O
tap,O
to,O
create,O
creature,O
tokens,O
.,O

Execution,O
:,O
#,O
3,O
.,O

Zaffai,O
’,O
s,O
Endless,O
Encore,O
Cards,O
:,O
Zaffai,B-CREATURE
and,I-CREATURE
the,I-CREATURE
Tempests,I-CREATURE
+,O
Exalted,B-CREATURE
Flamer,I-CREATURE
of,I-CREATURE
Tzeentch,I-CREATURE
+,O
Time,B-SORCERY
Warp,I-SORCERY
Results,O
:,O
Infinite,O
turns,O
",",O
large,O
amount,O
of,O
damage,O
to,O
each,O
opponent,O
over,O
time,O
.,O

Prerequisites,O
:,O
Zaffai,O
and,O
Flamer,O
need,O
to,O
be,O
in,O
play,O
",",O
and,O
the,O
extra,O
turn,O
spell,O
needs,O
to,O
be,O
the,O
only,O
instant/sorcery,O
that,O
ends,O
up,O
in,O
your,O
graveyard,O
.,O

Variations,O
:,O
Any,O
extra,O
turn,O
spell,O
that,O
doesn,O
’,O
t,O
remove,O
itself,O
from,O
the,O
graveyard,O
will,O
do,O
.,O

Charmbreaker,B-CREATURE
Devils,I-CREATURE
can,O
replace,O
Exalted,O
Flamer,O
.,O

Execution,O
:,O
#,O
2,O
.,O

Affinity,O
for,O
Winning,O
Cards,O
:,O
Witherbloom,B-CREATURE
",",I-CREATURE
the,I-CREATURE
Balancer,I-CREATURE
+,O
Sprout,B-INSTANT
Swarm,I-INSTANT
Results,O
:,O
Infinite,O
spells,O
cast,O
",",O
infinite,O
1-Jan,O
creature,O
token,O
creation,O
",",O
infinite,O
generic,O
cost,O
reduction,O
for,O
all,O
instants,O
and,O
sorceries,O
.,O

Prerequisites,O
:,O
Witherbloom,O
and,O
any,O
other,O
four,O
creatures,O
in,O
play,O
.,O

Variations,O
:,O
nan,O
Execution,O
:,O
#,O
1,O
.,O

Bonus,O
Limited,O
Combo,O
Cards,O
:,O
Spectacular,B-CREATURE
Skywhale,I-CREATURE
+,O
Bulk,B-INSTANT
Up,I-INSTANT
Results,O
:,O
22-power,O
creature,O
with,O
flying,O
.,O

Prerequisites,O
:,O
Spectacular,B-CREATURE
Skywhale,I-CREATURE
in,O
play,O
and,O
able,O
to,O
attack,O
(,O
preferably,O
unblocked,O
),O
",",O
to,O
cast,O
Bulk,B-INSTANT
Up,I-INSTANT
and,O
flash,O
it,O
back,O
in,O
the,O
same,O
turn,O
.,O

Variations,O
:,O
A,O
couple,O
other,O
cards,O
in,O
Secrets,O
of,O
StrixhavenLimited,O
have,O
the,O
potential,O
to,O
make,O
Skywhale,O
very,O
large,O
",",O
like,O
Berserk,B-INSTANT
.,O

Execution,O
:,O
Wrap,O
Up,O
Berta,B-CREATURE
",",I-CREATURE
Wise,I-CREATURE
Extrapolator,I-CREATURE
Illustration,O
by,O
Tuan,O
Duong,O
Chu,O
Well,O
",",O
that,O
was,O
fun,O
.,O

There,O
’,O
s,O
a,O
lot,O
of,O
combo,O
potential,O
with,O
this,O
set,O
",",O
which,O
makes,O
sense,O
when,O
you,O
look,O
at,O
some,O
of,O
the,O
increment,O
and,O
opus,O
cards,O
",",O
plus,O
cameo,O
mechanics,O
like,O
affinity,O
.,O

These,O
are,O
some,O
of,O
the,O
more,O
straightforward,O
combos,O
in,O
the,O
set,O
",",O
but,O
you,O
can,O
set,O
up,O
some,O
real,O
Rube,O
Goldberg,O
scenarios,O
with,O
the,O
cards,O
inSecrets,O
of,O
Strixhaven,O
and,O
its,O
Commander,O
precons,O
.,O

If,O
you,O
’,O
ve,O
got,O
any,O
wild,O
combos,O
brewing,O
for,O
EDH,O
",",O
Standard,O
",",O
or,O
anywhere,O
else,O
",",O
I,O
’,O
d,O
love,O
to,O
hear,O
about,O
them,O
in,O
the,O
comments,O
down,O
below,O
or,O
in,O
the,O
Draftsim,O
Discord,O
",",O
and,O
stay,O
up,O
to,O
date,O
on,O
the,O
latest,O
MTG,O
news,O
with,O
our,O
newsletter,O
",",O
The,O
Daily,O
Upkeep,O
.,O

Thanks,O
for,O
making,O
Draftsim,O
your,O
#,O
1,O
stop,O
for,O
all,O
things,O
Magic,O
!,O

Timothy,O
Zaccagnino,O
Related,O
Posts,O
The,O
16,O
Best,O
Starter,O
Decks,O
Ranked,O
and,O
How,O
to,O
Upgrade,O
Them,O
Infinite,O
Combos,O
in,O
MTG,O
:,O
40,O
Awesome,O
Combos,O
to,O
Try,O
The,O
70,O
Best,O
Mana,O
Rocks,O
in,O
Magic,O
Ranked,O
